name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Usa,2017-06-20T21:00:00,26.5,26.5,19.2,64.35,0,0,,0,0,,14.4,199,1015.5,49.3,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-20T22:00:00,25.5,25.5,20.4,73.8,0,0,,0,0,,16,194,1015.9,49.3,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-20T23:00:00,24.8,24.8,20.4,76.46,0,0,,0,0,,12.9,191,1015.8,79.3,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-21T00:00:00,24.8,24.8,19.3,71.3,0,0,,0,0,,15.4,213,1016,55.8,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-21T01:00:00,23.7,23.7,19.3,76.2,0,0,,0,0,,10.6,222,1015.6,49.3,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-21T02:00:00,23.6,23.6,19.2,76.38,0,0,,0,0,,9.5,191,1015.1,79.3,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-21T03:00:00,22.7,22.7,19.2,80.82,0,0,,0,0,,12.7,210,1014.8,53.5,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-21T04:00:00,22,22,19.2,84.13,0,0,,0,0,,9,214,1014.7,89.1,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-21T05:00:00,21.9,21.9,19.2,84.47,0,0,,0,0,,9.3,204,1014.8,49.3,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-21T06:00:00,21.5,21.5,19.2,86.95,0,0,,0,0,,7.5,214,1015.3,51.3,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-21T07:00:00,22.1,22.1,19.3,84.34,0,0,,0,0,,12.6,204,1015.6,44.6,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-21T08:00:00,23.3,23.3,19.9,81.39,0,0,,0,0,,14.8,228,1015.7,32.7,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-21T09:00:00,25,25,20.6,76.69,0,0,,0,0,,14.6,227,1015.7,24.4,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-21T10:00:00,26.7,26.7,21.6,73.64,0,0,,0,0,,11,181,1015.7,28.5,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA,74594013705"
Usa,2017-06-21T11:00:00,27.9,30.5,21.9,70.19,0,0,,0,0,,18.1,176,1015.7,24.4,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-21T12:00:00,28.9,31.2,20.9,61.9,0,0,,0,0,,16.4,176,1015.4,45.6,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-21T13:00:00,30,30.1,16.2,43.54,0,0,,0,0,,13,226,1014.9,65.5,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA,74594013705"
Usa,2017-06-21T14:00:00,29.9,29.7,15.2,40.9,0,0,,0,0,,17.6,280,1014.7,84.7,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-21T15:00:00,31.6,31,14.5,35.48,0,0,,0,0,37.1,24.4,261,1013.8,44.6,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-21T16:00:00,30.5,30,14.6,37.93,0,0,,0,0,,19.4,246,1013.8,65.7,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-21T17:00:00,29.9,31.1,18.8,51.53,0,0,,0,0,,21.9,200,1013.7,52.3,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-21T18:00:00,29.9,31.2,18.8,51.43,0,0,,0,0,33.5,20,210,1013.6,32.7,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-21T19:00:00,29.8,31.1,18.9,51.88,0,0,,0,0,,17.7,209,1013.8,39.5,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-21T20:00:00,29.2,30.6,19.3,55.33,0,0,,0,0,,12.8,222,1014.1,57.8,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-21T21:00:00,28.1,30,20.5,63.48,0,0,,0,0,,12.4,195,1014.2,52.9,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-21T22:00:00,27.5,29.5,21,67.53,0,0,,0,0,,5.4,204,1014.7,51.1,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-21T23:00:00,27,29.2,22,73.89,0,0,,0,0,,10.3,168,1015,63.2,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-22T00:00:00,27,28.8,21,70.08,0,0,,0,0,,10.5,211,1015.2,56.4,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-22T01:00:00,26.4,26.4,21.1,72.45,0,0,,0,0,,5.2,224,1015.4,62.1,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-22T02:00:00,25.8,25.8,21.1,74.95,0,0,,0,0,,5.4,230,1015.3,99.8,16,,,,,Overcast,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-22T03:00:00,25.4,25.4,21.5,79.4,0,0,,0,0,,10.5,195,1015.2,67.3,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-22T04:00:00,24.7,24.7,21.5,82.62,0,0,,0,0,,8.9,223,1015.1,86.6,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-22T05:00:00,24,24,21,83.3,0,0,,0,0,,4.8,313,1015.5,55.8,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-22T06:00:00,24,24,21.5,85.7,0,0,,0,0,,0,0,1016,64.2,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-22T07:00:00,24.7,24.7,20.6,78.36,0,0,,0,0,,5.2,70,1016.3,49.3,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-22T08:00:00,26.1,26.1,22.1,78.76,0,0,,0,0,,6.9,196,1016.3,49.3,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-22T09:00:00,26.7,28.9,22.1,75.68,0,0,,0,0,,4.8,160,1016.4,89.1,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-22T10:00:00,28.4,31.2,22,68.53,0,0,,0,0,,12.4,175,1016.3,53.5,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-22T11:00:00,29,32,21.9,65.58,0,0,,0,0,,12.1,141,1015.9,53.5,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-22T12:00:00,30.1,33.8,22.5,63.99,0,0,,0,0,,14.4,186,1016.1,56.4,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-22T13:00:00,30.6,32.2,19.4,51.3,0,0,,0,0,,14.6,310,1016.4,90.9,16,,,,,Overcast,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-22T14:00:00,30.6,32.9,20.6,55.21,0,0,,0,0,,14,243,1015.9,70,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-22T15:00:00,31.1,33.9,21.1,55.19,0,0,,0,0,,17.9,238,1015.7,56.4,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-22T16:00:00,31.1,33.1,20,51.86,0,0,,0,0,,14.2,246,1015.1,53.5,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-22T17:00:00,30.6,33,20.6,55.42,0,0,,0,0,,19.9,227,1014.5,53.5,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-22T18:00:00,30.5,33.7,21.7,59.26,0,0,,0,0,,13.2,201,1014.2,89.1,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-22T19:00:00,30.5,33.7,21.7,59.63,0,0,,0,0,,14.3,209,1014.1,89.1,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-22T20:00:00,28.7,33.3,24.2,76.32,0,0,,0,0,,14.2,194,1013.9,41.6,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-22T21:00:00,28.7,32.5,23.3,72.47,0,0,,0,0,,12.5,213,1014.2,83.4,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-22T22:00:00,27.7,30.6,22.8,74.66,0,0,,0,0,,12.2,211,1014.7,49.3,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-22T23:00:00,27,30.3,24.6,87.04,0,0,,0,0,,10.8,172,1014.5,79.3,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-23T00:00:00,26.5,26.5,23.6,84.41,0,0,,0,0,,12.6,186,1014.3,89.1,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-23T01:00:00,26.1,26.1,23.6,86.25,0,0,,0,0,,11.3,192,1013.7,92.3,16,,,,,Overcast,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-23T02:00:00,26,26,22.1,79,0,0,,0,0,,12.7,209,1013,92.3,16,,,,,Overcast,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-23T03:00:00,26,26,22.1,79.25,0,0,,0,0,,16.3,213,1012.3,90.1,16,,,,,Overcast,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-23T04:00:00,25.5,25.5,23.1,86.75,0,0,,0,0,,14.4,204,1011.7,83.4,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-23T05:00:00,25.5,25.5,22.1,81.29,0,0,,0,0,,16,219,1011.7,90.9,16,,,,,Overcast,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-23T06:00:00,24.9,24.9,21.6,81.97,0,0,,0,0,,18.1,220,1012.2,66,15.9,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA,74594013705"
Usa,2017-06-23T07:00:00,22.8,22.8,22.1,95.99,2.314,100,rain,0,0,,18.2,191,1012.1,72.4,13.1,,,,,"Rain, Partially cloudy",rain,"KDCA,72405013743,KADW,74594013705"
Usa,2017-06-23T08:00:00,23.2,23.2,22.1,93.3,0.325,100,rain,0,0,,19.8,189,1011.5,73.6,14.1,,,,,"Rain, Partially cloudy",rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-23T09:00:00,23.8,23.8,22.7,93.85,0.058,100,rain,0,0,31.7,20.5,191,1011.1,93.9,16,,,,,"Rain, Overcast",rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-23T10:00:00,25.5,25.5,23.2,87.27,0,0,,0,0,38.9,25.7,209,1010.4,93.7,16,,,,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA,74594013705"
Usa,2017-06-23T11:00:00,27.7,31.3,23.7,78.76,0,0,,0,0,39.9,25.1,201,1009.8,88.3,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-23T12:00:00,29.9,34.7,23.8,69.74,0,0,,0,0,42.8,28.7,200,1009,66.6,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-23T13:00:00,31,35.8,23.2,63.27,0,0,,0,0,39.1,31.1,219,1008.7,67.3,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-23T14:00:00,29.9,34.3,23.3,67.46,0,0,,0,0,39,27.4,210,1008.2,64.2,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-23T15:00:00,30.5,35.1,23.3,65.36,0,0,,0,0,49.8,37.6,219,1007.8,63.9,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-23T16:00:00,28.8,32.7,23.4,72.5,0,0,,0,0,47.6,34.8,210,1007.6,51.2,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,74594013705"
Usa,2017-06-23T17:00:00,28.8,34,24.9,79.56,0.033,100,rain,0,0,35.3,22.4,199,1006.4,51.3,16,,,,,"Rain, Partially cloudy",rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-23T18:00:00,29.9,35.2,24.3,71.84,0,0,,0,0,40.5,24.3,209,1006.2,50.3,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-23T19:00:00,30.5,36.1,24.2,69.06,0,0,,0,0,,20.2,198,1005.7,52.3,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-23T20:00:00,29.9,34.2,23.2,67.53,0,0,,0,0,,24,209,1005.8,44.6,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-23T21:00:00,29.2,33.3,23.2,70.21,0,0,,0,0,,18.3,198,1006,32.7,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-23T22:00:00,28.7,32.8,23.7,74.55,0,0,,0,0,,21.7,188,1006.1,49.3,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-23T23:00:00,28.7,32.5,23.2,72.19,0,0,,0,0,,20.2,189,1005.9,61.2,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-24T00:00:00,28.7,32.2,22.7,70.02,0,0,,0,0,35.3,25.4,199,1005.5,53.5,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-24T01:00:00,28.8,31.7,22.1,67.11,0,0,,0,0,,22.4,199,1004.8,66.3,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-24T02:00:00,28.2,31,22.1,69.32,0,0,,0,0,,18.8,209,1004.2,84.9,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA,74594013705"
Usa,2017-06-24T03:00:00,26,26,23.3,84.6,0.769,100,rain,0,0,,14.8,190,1002.9,97.7,16,,,,,"Rain, Overcast",rain,"KDCA,72405013743,KADW,74594013705"
Usa,2017-06-24T04:00:00,26.5,26.5,23.7,84.59,0.033,100,rain,0,0,,21.6,187,1001.7,57.6,16,,,,,"Rain, Partially cloudy",rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-24T05:00:00,26.1,26.1,23.8,87.18,0.631,100,rain,0,0,55.7,38.2,256,1002.7,59.7,6.5,,,,,"Rain, Partially cloudy",rain,"KDCA,72405013743,KADW,74594013705"
Usa,2017-06-24T06:00:00,23.2,23.2,21,87.41,0.916,100,rain,0,0,55.4,12.5,293,1005.1,57.6,16,,,,,"Rain, Partially cloudy",rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-24T07:00:00,23.2,23.2,20.6,84.86,0,0,,0,0,,13.8,281,1006.3,24.4,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-24T08:00:00,24.3,24.3,19.9,76.45,0,0,,0,0,36.5,20.4,280,1007.5,32.7,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-24T09:00:00,26.6,26.6,19.3,64.12,0,0,,0,0,34.4,21.4,289,1008.9,32.7,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-24T10:00:00,26.7,27.9,18.8,61.84,0,0,,0,0,46.2,31.5,281,1009.7,65,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-24T11:00:00,27.8,28.6,17.8,54.5,0,0,,0,0,44.5,30.9,299,1010.8,86.3,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA,74594013705"
Usa,2017-06-24T12:00:00,29.3,29.8,17.2,48.09,0,0,,0,0,43.8,28.8,328,1011.2,47.4,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA,74594013705"
Usa,2017-06-24T13:00:00,29.9,30,16.1,43.28,0,0,,0,0,33.6,21.6,300,1011.5,64.9,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-24T14:00:00,30.5,30.4,15.6,40.61,0,0,,0,0,31.7,26.9,289,1011.5,64.8,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-24T15:00:00,31.5,31.3,15.5,38.19,0,0,,0,0,31.7,22.9,278,1011.6,83.3,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-24T16:00:00,31,30.3,13.9,35.26,0,0,,0,0,35.3,21.5,280,1011.8,65.3,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-24T17:00:00,31,30.6,14.9,37.67,0,0,,0,0,29.5,19.8,287,1012.1,64.2,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-24T18:00:00,30,29.4,13.8,37.13,0,0,,0,0,,18.3,281,1012.1,63.2,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-24T19:00:00,29.9,29.3,13.8,37.23,0,0,,0,0,,14.8,279,1012.5,32.7,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-24T20:00:00,28.7,28.4,14,40.48,0,0,,0,0,,12.2,242,1012.6,32.7,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-24T21:00:00,27.5,27.5,14,43.52,0,0,,0,0,,8.7,242,1013.5,49.3,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-24T22:00:00,26.6,26.6,15.2,49.65,0,0,,0,0,,4.8,247,1014.2,79.3,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-24T23:00:00,26,26,15.1,51.12,0,0,,0,0,,8.3,266,1014.5,79.3,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-25T00:00:00,24.5,24.5,16.7,61.76,0,0,,0,0,,4.8,247,1014.7,44.6,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-25T01:00:00,22.9,22.9,18,73.98,0,0,,0,0,,12.3,353,1014.8,24.4,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-25T02:00:00,25.4,25.4,14.1,49.66,0,0,,0,0,,8.9,285,1014.7,45.6,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-25T03:00:00,24.6,24.6,14.5,53.32,0,0,,0,0,,12.2,309,1014.8,24.4,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-25T04:00:00,22.6,22.6,16,66.52,0,0,,0,0,,10.3,2,1014.7,46.4,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-25T05:00:00,22.3,22.3,16.1,67.75,0,0,,0,0,,8.3,9,1015,88.9,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-25T06:00:00,21.8,21.8,16.1,69.95,0,0,,0,0,,0,0,1015.7,83.8,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-25T07:00:00,23.4,23.4,16.2,64.15,0,0,,0,0,,8.3,332,1016.2,83.1,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-25T08:00:00,24.8,24.8,15.7,56.99,0,0,,0,0,,12.3,329,1016.8,83.2,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA,74594013705"
Usa,2017-06-25T09:00:00,25.6,25.6,15,52.08,0,0,,0,0,,16.2,320,1017.1,83.9,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-25T10:00:00,26.2,26.2,15.6,52.14,0,0,,0,0,,19.6,346,1017.3,82.3,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-25T11:00:00,27.8,28,15.6,47.35,0,0,,0,0,,10.3,322,1017.2,65.6,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,74594013705"
Usa,2017-06-25T12:00:00,28.3,28,13.8,40.89,0,0,,0,0,29.5,14.7,289,1017.2,52.7,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA,74594013705"
Usa,2017-06-25T13:00:00,29.3,29,14.9,41.53,0,0,,0,0,27.7,21.6,310,1016.9,54.4,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-25T14:00:00,28.9,28.6,14.3,40.93,0,0,,0,0,,17.7,305,1016.2,53,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-25T15:00:00,30.4,29.7,13.8,36.28,0,0,,0,0,,15.9,320,1015.5,83,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-25T16:00:00,30.5,29.4,11.7,31.37,0,0,,0,0,25.9,8.7,257,1015.1,64.2,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-25T17:00:00,30.5,29.2,10.6,29.31,0,0,,0,0,,16.3,309,1015,51.3,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-25T18:00:00,29.3,28.1,9.5,29.03,0,0,,0,0,31.7,23.4,290,1015,62.2,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-25T19:00:00,28.8,27.6,8,27.03,0,0,,0,0,,28.7,311,1015.6,61.2,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-25T20:00:00,27.7,26.8,7.8,28.43,0,0,,0,0,27.7,25.2,330,1016.2,35.7,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-25T21:00:00,26.1,26.1,7.7,31.24,0,0,,0,0,,16.3,320,1016.7,82.3,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-25T22:00:00,25.4,25.4,7.9,32.88,0,0,,0,0,,12.4,329,1017,65,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-25T23:00:00,24,24,8,35.96,0,0,,0,0,,7.1,296,1017.3,26.4,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-26T00:00:00,23.9,23.9,7.5,34.97,0,0,,0,0,,12.2,299,1017.2,26.4,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
