name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Usa,2017-06-15T14:00:00,29.2,29.2,15.8,44.22,0,0,,0,0,,14.3,92,1015,57.2,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-15T15:00:00,28.7,29.6,18.2,53,0,0,,0,0,,19.7,120,1014.8,53,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-15T16:00:00,28.7,29.7,18.3,53.35,0,0,,0,0,27.7,17.6,110,1014.2,25.3,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA,74594013705"
Usa,2017-06-15T17:00:00,28.7,29.9,18.8,54.8,0,0,,0,0,,18,122,1013.1,25.4,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-15T18:00:00,28.2,29.4,18.8,56.57,0,0,,0,0,,17.8,128,1013,25.7,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA,74594013705"
Usa,2017-06-15T19:00:00,27.7,28.8,18.8,58.6,0,0,,0,0,,21.6,138,1012.9,32.7,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-15T20:00:00,26,26,19.3,66.49,0,0,,0,0,,14.6,137,1013.1,49.3,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-15T21:00:00,25.4,25.4,19.9,71.41,0,0,,0,0,,16.7,138,1013.7,69,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-15T22:00:00,24.2,24.2,19.8,76.69,0,0,,0,0,,11.4,157,1014.3,48.3,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,74594013705"
Usa,2017-06-15T23:00:00,23.6,23.6,19.2,76.33,0,0,,0,0,,14.4,110,1014.4,82.2,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,74594013705"
Usa,2017-06-16T00:00:00,23.1,23.1,18.7,76.29,0,0,,0,0,,15.9,109,1014.3,33.9,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,74594013705"
Usa,2017-06-16T01:00:00,22,22,18.2,79.18,0,0,,0,0,,14.2,118,1013.9,54.9,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,74594013705"
Usa,2017-06-16T02:00:00,21.5,21.5,18.3,81.7,0,0,,0,0,,13,129,1013.4,70.2,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,74594013705"
Usa,2017-06-16T03:00:00,21.1,21.1,18.8,86.76,0,0,,0,0,,11,120,1013,100,16,,,,,Overcast,cloudy,"KDCA,72405013743,KADW,74594013705"
Usa,2017-06-16T04:00:00,21.6,21.6,18.8,84.14,0,0,,0,0,,5.8,122,1012.8,100,16,,,,,Overcast,cloudy,"KDCA,72405013743,KADW,74594013705"
Usa,2017-06-16T05:00:00,21.6,21.6,19.2,86.54,0,0,,0,0,,9.3,148,1013.1,91.4,16,,,,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA,74594013705"
Usa,2017-06-16T06:00:00,21.5,21.5,18.8,84.35,0,0,,0,0,,5.3,117,1013.2,73.5,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA,74594013705"
Usa,2017-06-16T07:00:00,21.6,21.6,19.3,86.51,0,0,,0,0,,7.7,111,1013.1,100,16,,,,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA,74594013705"
Usa,2017-06-16T08:00:00,22.1,22.1,19.3,83.89,0,0,,0,0,,10.8,128,1013.2,100,16,,,,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA,74594013705"
Usa,2017-06-16T09:00:00,23.2,23.2,19.3,78.49,0,0,,0,0,,0.6,14,1013.3,100,15.8,,,,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA,74594013705"
Usa,2017-06-16T10:00:00,23.8,23.8,19.9,79.01,0,0,,0,0,,0.5,13,1013.2,100,16,,,,,Overcast,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-16T11:00:00,24.4,24.4,20.5,78.93,0,0,,0,0,,0.2,11,1013.1,90.1,16,,,,,Overcast,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-16T12:00:00,25.6,25.6,20.6,73.52,0,0,,0,0,,4.8,47,1013.4,92.5,16,,,,,Overcast,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-16T13:00:00,26.7,28.3,20.5,69.11,0,0,,0,0,,5.2,97,1013,72.1,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-16T14:00:00,28.2,30.4,21.1,65.23,0,0,,0,0,,13.8,161,1012.5,71.7,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-16T15:00:00,28.2,30.2,20.7,63.69,0,0,,0,0,,7.5,161,1012,69.8,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-16T16:00:00,28.4,30.4,20.6,62.95,0,0,,0,0,,10.1,143,1011.5,66.3,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-16T17:00:00,28.8,31.2,21.1,63.25,0,0,,0,0,,7.6,176,1011.1,67.2,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-16T18:00:00,28.3,30.6,21.1,65.07,0,0,,0,0,,5.2,220,1011,63.2,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-16T19:00:00,28.2,30.7,21.7,67.99,0,0,,0,0,,9.2,302,1011.5,74.4,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-16T20:00:00,27.6,29.9,21.6,69.93,0,0,,0,0,,13.6,11,1011.9,71.4,15.4,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW"
Usa,2017-06-16T21:00:00,25.3,25.3,21.2,77.82,1.078,100,rain,0,0,,11.9,81,1012,68.5,15.7,,,,,"Rain, Partially cloudy",rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-16T22:00:00,23.2,23.2,22.6,96.43,5.892,100,rain,0,0,,10.5,187,1012.8,89.2,4.9,,,,,"Rain, Partially cloudy",rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-16T23:00:00,23.7,23.7,22.7,94.22,2.771,100,rain,0,0,,0,0,1012.5,60.7,15.8,,,,,"Rain, Partially cloudy",rain,"KDCA,72405013743,KADW,74594013705"
Usa,2017-06-17T00:00:00,23.3,23.3,22.2,93.49,0.023,100,rain,0,0,,7.4,235,1012.7,86.5,16,,,,,"Rain, Partially cloudy",rain,"KDCA,72405013743,KADW,74594013705"
Usa,2017-06-17T01:00:00,23.3,23.3,22.2,93.49,0,0,,0,0,,0,0,1012.1,55.4,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,74594013705"
Usa,2017-06-17T02:00:00,23.2,23.2,22.1,93.56,0,0,,0,0,,7,144,1011.7,86,15.8,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,74594013705"
Usa,2017-06-17T03:00:00,23.2,23.2,22.1,93.64,0,0,,0,0,,0.4,15,1011.7,51.2,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,74594013705"
Usa,2017-06-17T04:00:00,23.2,23.2,22.1,93.77,0,0,,0,0,,8.9,123,1011.3,99.2,15.4,,,,,Overcast,cloudy,"KDCA,72405013743,KADW,74594013705"
Usa,2017-06-17T05:00:00,23.2,23.2,21.6,91.12,0,0,,0,0,,14.2,160,1011.6,97,16,,,,,Overcast,cloudy,"KDCA,72405013743,KADW,74594013705"
Usa,2017-06-17T06:00:00,23.2,23.2,22.1,93.34,0,0,,0,0,,12.6,168,1011.9,75.3,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,74594013705"
Usa,2017-06-17T07:00:00,23.2,23.2,22.2,93.71,0,0,,0,0,,10.9,168,1012.2,61.1,15.8,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,74594013705"
Usa,2017-06-17T08:00:00,23.3,23.3,22.2,93.62,0,0,,0,0,,16.6,189,1012.6,94.1,16,,,,,Overcast,cloudy,"KDCA,72405013743,KADW,74594013705"
Usa,2017-06-17T09:00:00,23.8,23.8,22.8,94.14,0,0,,0,0,,14.5,209,1013,94.1,16,,,,,Overcast,cloudy,"KDCA,72405013743,KADW,74594013705"
Usa,2017-06-17T10:00:00,23.8,23.8,22.2,90.37,0,0,,0,0,,14.5,202,1013.3,74.9,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,74594013705"
Usa,2017-06-17T11:00:00,24.4,24.4,22.1,87.38,0,0,,0,0,,12.8,238,1013.2,62.5,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,74594013705"
Usa,2017-06-17T12:00:00,26.2,26.2,22.7,81.35,0,0,,0,0,,16.2,165,1013,69.1,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,74594013705"
Usa,2017-06-17T13:00:00,27.8,30.5,22.2,71.62,0,0,,0,0,,18.1,162,1012.6,69.1,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,74594013705"
Usa,2017-06-17T14:00:00,28.8,32.3,22.8,70.12,0,0,,0,0,,13.2,161,1012,56.4,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,74594013705"
Usa,2017-06-17T15:00:00,29.9,34.2,23.2,67.12,0,0,,0,0,,14.8,178,1011.5,53.8,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-17T16:00:00,29.3,33,22.8,67.9,0,0,,0,0,,18.1,179,1011.2,54,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,74594013705"
Usa,2017-06-17T17:00:00,29.8,33.7,22.7,65.54,0.018,100,rain,0,0,,15.1,179,1010.9,36.5,15.8,,,,,"Rain, Partially cloudy",rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-17T18:00:00,30.5,34,22.2,61.34,0,0,,0,0,,22.4,178,1010.7,38.9,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA,74594013705"
Usa,2017-06-17T19:00:00,29.2,32.8,22.7,68.24,0,0,,0,0,,23.4,179,1010.7,32.7,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-17T20:00:00,28.2,31.7,23.2,74.38,0,0,,0,0,,18.1,178,1011,52.3,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-17T21:00:00,27,29.3,22.1,74.76,0,0,,0,0,,17.6,177,1011.3,51.3,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-17T22:00:00,26,26,22.7,82.43,0,0,,0,0,,17.7,169,1012,49.3,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-17T23:00:00,25.4,25.4,22.7,84.82,0,0,,0,0,,20,169,1011.9,32.7,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-18T00:00:00,24.8,24.8,23.2,90.6,0,0,,0,0,,17.8,178,1012,33.7,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-18T01:00:00,24.8,24.8,23.2,90.74,0,0,,0,0,,15.6,179,1011.8,89,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-18T02:00:00,24.8,24.8,23.2,90.72,0,0,,0,0,,17.6,188,1011.6,99.8,16,,,,,Overcast,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-18T03:00:00,24.9,24.9,23.2,90.65,0,0,,0,0,,18.4,189,1011.1,94.6,16,,,,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA,74594013705"
Usa,2017-06-18T04:00:00,24.3,24.3,23.2,93.78,0,0,,0,0,,16,202,1010.8,43.5,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-18T05:00:00,24.8,24.8,23.2,90.54,0,0,,0,0,,21,180,1011.1,100,16,,,,,Overcast,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-18T06:00:00,24.9,24.9,23.2,90.36,0,0,,0,0,,16.2,192,1011.8,94.3,16,,,,,Overcast,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-18T07:00:00,24.9,24.9,22.7,87.71,0,0,,0,0,,19.8,200,1011.9,64.3,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-18T08:00:00,25.5,25.5,23.2,86.87,0,0,,0,0,,21.5,173,1012.1,90.1,16,,,,,Overcast,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-18T09:00:00,26.1,26.1,23.2,84.06,0,0,,0,0,,16.4,190,1012.3,100,16,,,,,Overcast,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-18T10:00:00,27.8,31.1,23.2,76.26,0,0,,0,0,,25.6,181,1011.6,83.7,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA,74594013705"
Usa,2017-06-18T11:00:00,28.8,32.7,23.3,71.99,0,0,,0,0,,22,206,1011.5,47.6,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-18T12:00:00,29.9,34.3,23.2,67.39,0,0,,0,0,32.2,25.3,181,1011,64.8,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-18T13:00:00,31.6,36.5,23.2,61.3,0,0,,0,0,35.9,22,182,1010.6,37.7,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-18T14:00:00,31.7,36.6,23.2,61.05,0,0,,0,0,35.2,22.4,181,1010,81.3,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-18T15:00:00,32.8,37.6,22.8,55.99,0,0,,0,0,34.7,27.3,180,1009.4,79.3,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-18T16:00:00,32.7,36.9,22.2,53.84,0,0,,0,0,47.4,32.5,201,1009.1,46.6,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-18T17:00:00,32.7,38,23.2,57.41,0,0,,0,0,40.4,27.4,189,1008.7,86.7,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-18T18:00:00,31.6,36.1,22.7,59.32,0,0,,0,0,49.5,32.5,199,1008.2,61.2,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-18T19:00:00,31.6,36,22.7,59.47,0,0,,0,0,43.5,30.8,199,1008.9,80.3,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-18T20:00:00,31,34.7,22.2,59.33,0,0,,0,0,41.9,30,199,1008.8,61.2,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-18T21:00:00,29.9,33.8,22.8,65.83,0,0,,0,0,44.6,26.7,199,1009.4,52.5,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-18T22:00:00,29.2,32.9,22.8,68.14,0,0,,0,0,,23.1,191,1010.3,49.3,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-18T23:00:00,28.8,32.6,23.2,72.03,0,0,,0,0,36.9,26.9,199,1010.3,49.3,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-19T00:00:00,28.6,31.9,22.6,69.93,0,0,,0,0,33.5,25.8,199,1010.6,71.4,16,,,,,Partially cloudy,partly-cloudy-night,"72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-19T01:00:00,28.1,30.8,21.9,69.04,0,0,,0,0,35.3,24.4,191,1010.4,71.4,16,,,,,Partially cloudy,partly-cloudy-night,"72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-19T02:00:00,28.2,30.7,21.6,67.49,0,0,,0,0,,25.3,199,1010.4,79.3,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-19T03:00:00,27.7,30.3,22.1,71.66,0,0,,0,0,,26.8,199,1010.3,49.3,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-19T04:00:00,27.1,29.3,22.1,74.35,0,0,,0,0,38.9,26.5,200,1010.1,79.3,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-19T05:00:00,26.6,26.6,22.7,79.26,0,0,,0,0,,22.1,209,1010.4,32.7,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-19T06:00:00,26.5,26.5,22.7,79.33,0,0,,0,0,,23.7,209,1010.8,32.7,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-19T07:00:00,26.6,26.6,21.6,74.19,0,0,,0,0,,26.7,209,1011.1,46.6,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-19T08:00:00,27,29.1,21.6,72.06,0,0,,0,0,33.5,24.9,201,1011.5,52.3,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-19T09:00:00,27.1,29,21.1,69.75,0,0,,0,0,42.1,26.9,208,1011.4,51.3,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-19T10:00:00,28.3,30.9,21.6,67.12,0,0,,0,0,38.3,28.8,201,1011.2,32.7,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-19T11:00:00,28.3,31.2,22.1,69.02,0,0,,0,0,47.6,37.4,199,1011.4,68,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-19T12:00:00,29.9,33.2,22.1,63.33,0,0,,0,0,51.4,36.1,200,1011.4,86.8,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-19T13:00:00,31,34.7,22.2,59.29,0,0,,0,0,52.4,32.5,209,1010.6,65.8,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-19T14:00:00,31.1,34.4,21.7,57.54,0,0,,0,0,52.8,37.6,199,1009.5,64.8,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-19T15:00:00,31.2,34.9,22.1,58.77,0,0,,0,0,51.2,29.3,199,1009.3,82.3,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-19T16:00:00,22.7,22.7,20.9,89.15,7.563,100,rain,0,0,82.3,23.1,298,1010.5,96.2,2.1,,,,,"Rain, Overcast",rain,"KDCA,72405013743,KADW,74594013705"
Usa,2017-06-19T17:00:00,23.3,23.3,21.6,90.21,3.993,100,rain,0,0,60.8,27.2,282,1010.2,93.2,7.5,,,,,"Rain, Overcast",rain,"KDCA,72405013743,KADW,74594013705"
Usa,2017-06-19T18:00:00,24.3,24.3,22.7,90.88,0.807,100,rain,0,0,,12.2,241,1010.4,57.3,11.5,,,,,"Rain, Partially cloudy",rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-19T19:00:00,24.3,24.3,22.7,90.82,0.399,100,rain,0,0,,9.2,247,1010.4,58,16,,,,,"Rain, Partially cloudy",rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-19T20:00:00,24.9,24.9,22.8,88.07,0.006,100,rain,0,0,,12.4,204,1011.1,41.5,16,,,,,"Rain, Partially cloudy",rain,"KDCA,72405013743,KADW,KDAA,74594013705"
Usa,2017-06-19T21:00:00,24.2,24.2,22.7,91.26,0,0,,0,0,,15,189,1011.8,91,16,,,,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA,74594013705"
Usa,2017-06-19T22:00:00,23.7,23.7,22.1,90.61,0,0,,0,0,,15.7,200,1012.1,61.7,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-19T23:00:00,23.2,23.2,22,92.98,0,0,,0,0,,11.1,219,1012.5,59.8,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-20T00:00:00,23.2,23.2,21.6,90.47,0,0,,0,0,,12.6,209,1013.1,64.3,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-20T01:00:00,23.2,23.2,21.1,87.84,0,0,,0,0,,16,211,1012.8,62.5,15.8,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-20T02:00:00,22.2,22.2,21.1,93.48,0,0,,0,0,,10.8,196,1012.6,29,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-20T03:00:00,22.1,22.1,21.1,93.69,0,0,,0,0,,9.6,253,1013.6,27.3,16,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-20T04:00:00,22,22,21,93.66,0,0,,0,0,,7.5,207,1013.8,84.5,15.7,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-20T05:00:00,21.5,21.5,20.5,93.87,0,0,,0,0,,5.5,195,1013.8,83.1,15.6,,,,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-20T06:00:00,21,21,20.5,96.77,0,0,,0,0,,9,223,1014.4,51.3,15.7,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-20T07:00:00,21.7,21.7,21.1,96.47,0,0,,0,0,,9.4,221,1014.9,57.9,15.6,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,74594013705"
Usa,2017-06-20T08:00:00,23.3,23.3,20,81.6,0,0,,0,0,,12.2,216,1015.2,49.3,15.9,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-20T09:00:00,25,25,18.3,66.4,0,0,,0,0,,9.3,243,1015.5,79.3,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-20T10:00:00,26.7,27.3,16.1,52.27,0,0,,0,0,,11,239,1015.8,49.3,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-20T11:00:00,27.8,28.1,16,48.78,0,0,,0,0,,13.1,260,1016.3,53.2,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,74594013705"
Usa,2017-06-20T12:00:00,28.8,28.8,15.5,44.64,0,0,,0,0,,14.4,266,1015.9,51.3,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-20T13:00:00,29.9,29.3,13.9,37.53,0,0,,0,0,,11.2,253,1015.7,63.2,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-20T14:00:00,29.4,28.8,13.4,37.39,0,0,,0,0,,14.4,259,1015.4,63.9,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-20T15:00:00,30.6,29.8,13.4,34.93,0,0,,0,0,31.7,18.2,222,1015.1,64.2,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-20T16:00:00,30.5,29.8,13.5,35.35,0,0,,0,0,29.8,16.2,270,1014.8,82.3,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-20T17:00:00,29.3,30,17.7,49.54,0,0,,0,0,,26.8,182,1014.8,53.1,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-20T18:00:00,28.8,29.9,18.7,54.65,0,0,,0,0,44.3,27.3,190,1014.5,62.2,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-20T19:00:00,28.2,29,17.8,53.05,0,0,,0,0,44.6,27.2,217,1014.8,49.3,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Usa,2017-06-20T20:00:00,27.7,28.7,18.3,56.68,0,0,,0,0,33.5,20.2,208,1015.2,49.3,16,,,,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
