#source: https://www.kaggle.com/nathanlauga/nba-games
SEASON|DATE|TEAM_home|TEAM_away|PTS_home|PTS_away|REB_home|REB_away|AST_home|AST_away|FG3_PCT_home|FG3_PCT_away
2011|2012-02-10|Minnesota Timberwolves|Dallas Mavericks|97|104|47|38|20|25|26.1|42.9
2011|2012-02-10|Utah Jazz|Oklahoma City Thunder|87|101|32|46|27|12|33.3|20.0
2011|2012-02-09|Boston Celtics|Los Angeles Lakers|87|88|45|55|22|13|31.6|6.7
2011|2012-02-09|Denver Nuggets|Golden State Warriors|101|109|39|41|28|22|37.5|52.0
2011|2012-02-09|Phoenix Suns|Houston Rockets|89|96|31|44|25|26|33.3|50.0
2011|2012-02-09|Sacramento Kings|Oklahoma City Thunder|106|101|46|40|21|13|35.0|38.9
2011|2012-02-08|Toronto Raptors|Milwaukee Bucks|99|105|41|47|27|20|37.5|48.0
2011|2012-02-08|Philadelphia 76ers|San Antonio Spurs|90|100|55|48|23|23|50.0|33.3
2011|2012-02-08|Washington Wizards|New York Knicks|93|107|42|42|12|18|11.8|25.0
2011|2012-02-08|Orlando Magic|Miami Heat|102|89|48|38|24|20|40.5|33.3
2011|2012-02-08|Cleveland Cavaliers|Los Angeles Clippers|99|92|36|38|24|20|38.9|20.0
2011|2012-02-08|Brooklyn Nets|Detroit Pistons|92|99|36|41|19|29|37.0|22.2
2011|2012-02-08|Atlanta Hawks|Indiana Pacers|97|87|45|33|24|18|42.9|35.7
2011|2012-02-08|Memphis Grizzlies|Minnesota Timberwolves|85|80|59|47|18|16|36.4|21.1
2011|2012-02-08|New Orleans Pelicans|Chicago Bulls|67|90|39|49|19|29|33.3|25.0
2011|2012-02-08|Denver Nuggets|Dallas Mavericks|95|105|38|46|25|30|34.6|32.1
2011|2012-02-08|Portland Trail Blazers|Houston Rockets|96|103|29|39|22|26|38.9|43.5
2011|2012-02-07|Indiana Pacers|Utah Jazz|104|99|37|43|18|23|28.6|40.0
2011|2012-02-07|Boston Celtics|Charlotte Hornets|94|84|37|32|31|19|17.4|25.0
2011|2012-02-07|Miami Heat|Cleveland Cavaliers|107|91|47|43|19|17|35.3|36.8
2011|2012-02-07|Milwaukee Bucks|Phoenix Suns|105|107|39|45|25|28|45.0|36.0
2011|2012-02-07|Minnesota Timberwolves|Sacramento Kings|86|84|49|48|21|20|28.6|34.8
2011|2012-02-07|Golden State Warriors|Oklahoma City Thunder|116|119|36|33|28|24|42.9|42.3
2011|2012-02-06|Philadelphia 76ers|Los Angeles Lakers|95|90|30|55|27|23|47.1|29.2
2011|2012-02-06|Washington Wizards|Toronto Raptors|111|108|41|42|14|20|33.3|50.0
2011|2012-02-06|Orlando Magic|Los Angeles Clippers|102|107|37|46|27|21|36.7|41.9
2011|2012-02-06|Brooklyn Nets|Chicago Bulls|87|108|37|39|19|29|17.6|60.0
2011|2012-02-06|New York Knicks|Utah Jazz|99|88|38|36|19|17|32.1|18.2
2011|2012-02-06|Atlanta Hawks|Phoenix Suns|90|99|35|45|19|24|25.0|45.8
2011|2012-02-06|Memphis Grizzlies|San Antonio Spurs|84|89|40|46|15|15|30.8|43.8
2011|2012-02-06|New Orleans Pelicans|Sacramento Kings|92|100|48|41|21|17|33.3|33.3
2011|2012-02-06|Denver Nuggets|Houston Rockets|90|99|47|40|14|21|13.6|52.6
2011|2012-02-06|Portland Trail Blazers|Oklahoma City Thunder|107|111|39|59|23|17|25.0|27.3
2011|2012-02-05|Boston Celtics|Memphis Grizzlies|98|80|45|38|28|13|35.0|21.4
2011|2012-02-05|Miami Heat|Toronto Raptors|95|89|36|38|15|17|33.3|27.3
2011|2012-02-04|Washington Wizards|Los Angeles Clippers|81|107|32|53|17|32|38.9|47.8
2011|2012-02-04|Atlanta Hawks|Philadelphia 76ers|87|98|47|37|20|25|33.3|44.4
2011|2012-02-04|Indiana Pacers|Orlando Magic|81|85|45|43|12|21|18.2|36.0
2011|2012-02-04|New York Knicks|Brooklyn Nets|99|92|48|39|20|18|14.3|38.5
2011|2012-02-04|Detroit Pistons|New Orleans Pelicans|89|87|42|38|19|19|20.0|33.3
2011|2012-02-04|Cleveland Cavaliers|Dallas Mavericks|91|88|46|39|27|22|26.1|46.2
2011|2012-02-04|Minnesota Timberwolves|Houston Rockets|100|91|48|37|21|24|30.0|20.0
2011|2012-02-04|Milwaukee Bucks|Chicago Bulls|90|113|39|53|15|31|8.3|46.7
2011|2012-02-04|San Antonio Spurs|Oklahoma City Thunder|107|96|45|43|21|18|52.2|33.3
2011|2012-02-04|Utah Jazz|Los Angeles Lakers|96|87|50|42|25|12|33.3|28.6
2011|2012-02-04|Phoenix Suns|Charlotte Hornets|95|89|47|48|21|15|45.5|47.4
2011|2012-02-04|Sacramento Kings|Golden State Warriors|114|106|55|36|21|25|45.5|55.2
2011|2012-02-04|Portland Trail Blazers|Denver Nuggets|117|97|41|42|30|17|45.5|22.7
2011|2012-02-03|Toronto Raptors|Washington Wizards|106|89|61|37|28|13|23.1|26.3
2011|2012-02-03|Philadelphia 76ers|Miami Heat|79|99|38|47|18|19|41.7|61.5
2011|2012-02-03|Orlando Magic|Cleveland Cavaliers|102|94|45|57|19|17|34.6|38.9
2011|2012-02-03|Brooklyn Nets|Minnesota Timberwolves|105|108|41|47|29|24|47.6|43.8
2011|2012-02-03|Detroit Pistons|Milwaukee Bucks|88|80|47|41|19|10|28.6|17.6
2011|2012-02-03|Boston Celtics|New York Knicks|91|89|40|37|21|19|50.0|20.0
2011|2012-02-03|Houston Rockets|Phoenix Suns|99|81|49|39|17|20|26.7|21.1
2011|2012-02-03|Oklahoma City Thunder|Memphis Grizzlies|101|94|35|39|14|19|41.2|30.8
2011|2012-02-03|Dallas Mavericks|Indiana Pacers|87|98|42|48|20|25|37.5|48.0
2011|2012-02-03|Denver Nuggets|Los Angeles Lakers|89|93|40|47|20|19|21.7|30.8
2011|2012-02-02|Atlanta Hawks|Memphis Grizzlies|77|96|36|49|23|22|33.3|28.6
2011|2012-02-02|New York Knicks|Chicago Bulls|102|105|37|37|20|22|25.0|50.0
2011|2012-02-02|San Antonio Spurs|New Orleans Pelicans|93|81|40|38|16|17|21.1|37.5
2011|2012-02-02|Sacramento Kings|Portland Trail Blazers|95|92|42|42|16|23|29.4|22.2
2011|2012-02-02|Los Angeles Clippers|Denver Nuggets|91|112|28|41|24|28|29.6|57.1
2011|2012-02-02|Golden State Warriors|Utah Jazz|119|101|47|43|23|24|33.3|25.0
2011|2012-02-01|Philadelphia 76ers|Chicago Bulls|98|82|43|37|26|22|36.4|41.2
2011|2012-02-01|Orlando Magic|Washington Wizards|109|103|37|45|18|26|43.3|52.2
2011|2012-02-01|Boston Celtics|Toronto Raptors|100|64|46|39|30|16|50.0|42.9
2011|2012-02-01|Brooklyn Nets|Detroit Pistons|99|96|44|31|22|18|34.8|27.8
2011|2012-02-01|Milwaukee Bucks|Miami Heat|105|97|40|42|30|24|43.5|45.0
2011|2012-02-01|New Orleans Pelicans|Phoenix Suns|103|120|33|35|32|22|56.3|40.0
2011|2012-02-01|Dallas Mavericks|Oklahoma City Thunder|86|95|44|55|16|17|21.1|25.0
2011|2012-02-01|Minnesota Timberwolves|Indiana Pacers|99|109|51|45|16|19|17.6|46.7
2011|2012-02-01|San Antonio Spurs|Houston Rockets|99|91|38|44|15|18|38.9|40.9
2011|2012-02-01|Portland Trail Blazers|Charlotte Hornets|112|68|43|39|26|14|50.0|11.1
2011|2012-02-01|Utah Jazz|Los Angeles Clippers|105|107|35|50|21|18|27.3|22.7
2011|2012-01-31|Toronto Raptors|Atlanta Hawks|77|100|38|40|21|21|20.0|38.9
2011|2012-01-31|Cleveland Cavaliers|Boston Celtics|90|93|39|28|27|25|41.2|35.7
2011|2012-01-31|Indiana Pacers|Brooklyn Nets|106|99|43|34|26|23|36.4|41.4
2011|2012-01-31|New York Knicks|Detroit Pistons|113|86|30|35|25|13|50.0|33.3
2011|2012-01-31|Memphis Grizzlies|Denver Nuggets|100|97|48|42|18|20|50.0|30.4
2011|2012-01-31|Los Angeles Lakers|Charlotte Hornets|106|73|47|34|26|18|46.2|22.2
2011|2012-01-31|Golden State Warriors|Sacramento Kings|93|90|38|53|26|21|33.3|37.5
2011|2012-01-30|Philadelphia 76ers|Orlando Magic|74|69|47|55|22|11|26.7|31.8
2011|2012-01-30|Washington Wizards|Chicago Bulls|88|98|44|40|22|22|21.4|30.0
2011|2012-01-30|Miami Heat|New Orleans Pelicans|109|95|39|25|23|20|40.0|30.8
2011|2012-01-30|Milwaukee Bucks|Detroit Pistons|103|82|41|42|21|22|58.8|11.1
2011|2012-01-30|Memphis Grizzlies|San Antonio Spurs|73|83|37|46|10|23|33.3|41.7
2011|2012-01-30|Houston Rockets|Minnesota Timberwolves|108|120|34|40|24|18|36.8|35.3
2011|2012-01-30|Utah Jazz|Portland Trail Blazers|93|89|51|37|15|19|25.0|25.0
2011|2012-01-30|Phoenix Suns|Dallas Mavericks|99|122|33|44|21|31|57.1|51.9
2011|2012-01-30|Los Angeles Clippers|Oklahoma City Thunder|112|100|33|36|28|15|52.0|40.9
2011|2012-01-29|Miami Heat|Chicago Bulls|97|93|48|47|19|15|37.5|27.3
2011|2012-01-29|Boston Celtics|Cleveland Cavaliers|87|88|33|37|21|12|45.5|23.1
2011|2012-01-29|Brooklyn Nets|Toronto Raptors|73|94|39|38|16|18|31.8|21.4
2011|2012-01-29|Orlando Magic|Indiana Pacers|85|106|33|43|21|24|43.5|47.1
2011|2012-01-29|Dallas Mavericks|San Antonio Spurs|101|100|55|52|15|23|20.0|48.0
2011|2012-01-29|New Orleans Pelicans|Atlanta Hawks|72|94|36|42|20|22|30.0|52.2
2011|2012-01-29|Minnesota Timberwolves|Los Angeles Lakers|101|106|52|41|19|19|23.8|42.1
2011|2012-01-29|Denver Nuggets|Los Angeles Clippers|105|109|42|45|22|20|33.3|46.7
2011|2012-01-28|Philadelphia 76ers|Detroit Pistons|95|74|42|44|27|18|60.0|27.3
2011|2012-01-28|Charlotte Hornets|Washington Wizards|99|102|42|32|31|26|36.4|54.5
2011|2012-01-28|Houston Rockets|New York Knicks|97|84|47|40|19|17|33.3|19.2
2011|2012-01-28|Milwaukee Bucks|Los Angeles Lakers|100|89|35|44|21|23|26.3|31.6
2011|2012-01-28|Utah Jazz|Sacramento Kings|96|93|41|39|15|15|38.9|46.2
2011|2012-01-28|Phoenix Suns|Memphis Grizzlies|86|84|46|44|16|21|27.8|33.3
2011|2012-01-27|Philadelphia 76ers|Charlotte Hornets|89|72|47|35|19|14|40.0|26.7
2011|2012-01-27|Boston Celtics|Indiana Pacers|94|87|45|42|21|11|42.9|5.3
2011|2012-01-27|Detroit Pistons|Atlanta Hawks|101|107|44|49|24|29|43.8|62.5
2011|2012-01-27|Cleveland Cavaliers|Brooklyn Nets|96|99|45|35|18|27|31.6|39.3
2011|2012-01-27|Miami Heat|New York Knicks|99|89|40|39|17|20|20.0|41.9
2011|2012-01-27|Chicago Bulls|Milwaukee Bucks|107|100|50|43|18|22|29.4|29.2
2011|2012-01-27|New Orleans Pelicans|Orlando Magic|93|67|43|36|20|15|35.7|28.6
2011|2012-01-27|Houston Rockets|Washington Wizards|103|76|55|44|22|12|33.3|12.5
2011|2012-01-27|Minnesota Timberwolves|San Antonio Spurs|87|79|46|34|18|17|22.2|43.8
2011|2012-01-27|Dallas Mavericks|Utah Jazz|116|101|44|33|26|20|57.9|41.7
2011|2012-01-27|Denver Nuggets|Toronto Raptors|96|81|46|43|18|21|29.6|36.8
2011|2012-01-27|Portland Trail Blazers|Phoenix Suns|109|71|58|41|28|18|35.0|30.8
2011|2012-01-27|Golden State Warriors|Oklahoma City Thunder|109|120|34|53|30|23|42.9|23.5
2011|2012-01-26|Orlando Magic|Boston Celtics|83|91|46|37|16|23|29.4|47.6
2011|2012-01-26|Los Angeles Clippers|Memphis Grizzlies|98|91|37|42|24|18|40.9|33.3
2011|2012-01-25|Philadelphia 76ers|Brooklyn Nets|90|97|37|45|21|21|35.7|44.4
2011|2012-01-25|Washington Wizards|Charlotte Hornets|92|75|51|38|23|13|30.0|11.1
2011|2012-01-25|Cleveland Cavaliers|New York Knicks|91|81|44|44|28|18|45.0|15.0
2011|2012-01-25|Detroit Pistons|Miami Heat|98|101|43|26|19|24|31.8|33.3
2011|2012-01-25|Chicago Bulls|Indiana Pacers|90|95|41|44|19|18|23.1|50.0
2011|2012-01-25|Houston Rockets|Milwaukee Bucks|99|105|52|43|22|26|25.8|48.3
2011|2012-01-25|Oklahoma City Thunder|New Orleans Pelicans|101|91|31|32|21|16|38.5|14.3
2011|2012-01-25|Dallas Mavericks|Minnesota Timberwolves|90|105|46|49|22|20|27.3|42.9
2011|2012-01-25|San Antonio Spurs|Atlanta Hawks|105|83|44|34|29|17|47.8|35.3
2011|2012-01-25|Utah Jazz|Toronto Raptors|106|111|48|42|16|23|22.2|35.7
2011|2012-01-25|Sacramento Kings|Denver Nuggets|93|122|35|48|19|29|45.0|15.4
2011|2012-01-25|Los Angeles Lakers|Los Angeles Clippers|96|91|36|42|20|20|50.0|34.8
2011|2012-01-25|Golden State Warriors|Portland Trail Blazers|101|93|30|43|33|25|55.0|38.1
2011|2012-01-24|Charlotte Hornets|New York Knicks|78|111|33|53|10|26|27.3|36.8
2011|2012-01-24|Indiana Pacers|Orlando Magic|83|102|42|40|8|22|27.3|40.6
2011|2012-01-24|Miami Heat|Cleveland Cavaliers|92|85|29|33|16|20|27.8|37.5
2011|2012-01-24|Phoenix Suns|Toronto Raptors|96|99|40|46|23|18|31.3|53.3
2011|2012-01-24|Portland Trail Blazers|Memphis Grizzlies|97|84|50|39|16|21|22.7|21.4
2011|2012-01-23|Philadelphia 76ers|Washington Wizards|103|83|46|38|30|15|37.5|0.0
2011|2012-01-23|Boston Celtics|Orlando Magic|87|56|46|44|21|12|15.4|25.0
2011|2012-01-23|Chicago Bulls|Brooklyn Nets|110|95|43|32|33|23|36.8|36.8
2011|2012-01-23|Milwaukee Bucks|Atlanta Hawks|92|97|48|45|25|19|29.4|27.3
2011|2012-01-23|New Orleans Pelicans|San Antonio Spurs|102|104|40|27|20|28|50.0|43.8
2011|2012-01-23|Oklahoma City Thunder|Detroit Pistons|99|79|51|38|21|14|43.8|28.6
2011|2012-01-23|Minnesota Timberwolves|Houston Rockets|92|107|40|42|22|20|41.7|33.3
2011|2012-01-23|Dallas Mavericks|Phoenix Suns|93|87|42|52|23|22|32.0|30.0
2011|2012-01-23|Portland Trail Blazers|Sacramento Kings|101|89|53|36|22|23|36.8|38.9
2011|2012-01-23|Golden State Warriors|Memphis Grizzlies|90|91|39|41|24|18|36.0|15.4
2011|2012-01-22|Washington Wizards|Boston Celtics|94|100|37|35|17|22|13.3|41.7
2011|2012-01-22|Los Angeles Clippers|Toronto Raptors|103|91|44|40|26|21|38.1|42.1
2011|2012-01-22|Brooklyn Nets|Charlotte Hornets|97|87|47|34|19|18|25.9|35.7
2011|2012-01-22|Miami Heat|Milwaukee Bucks|82|91|42|42|9|18|25.0|16.7
2011|2012-01-22|Los Angeles Lakers|Indiana Pacers|96|98|43|50|22|22|22.2|55.6
2011|2012-01-21|Atlanta Hawks|Cleveland Cavaliers|121|94|36|33|31|18|45.8|35.0
2011|2012-01-21|New York Knicks|Denver Nuggets|114|119|50|58|24|29|33.3|25.0
2011|2012-01-21|Miami Heat|Philadelphia 76ers|113|92|52|31|24|18|43.8|53.3
2011|2012-01-21|Detroit Pistons|Portland Trail Blazers|94|91|34|38|13|19|46.7|15.0
2011|2012-01-21|Brooklyn Nets|Oklahoma City Thunder|74|84|46|55|14|13|13.0|23.5
2011|2012-01-21|Chicago Bulls|Charlotte Hornets|95|89|37|44|26|18|40.0|18.2
2011|2012-01-21|Memphis Grizzlies|Sacramento Kings|128|95|51|38|27|20|50.0|31.6
2011|2012-01-21|New Orleans Pelicans|Dallas Mavericks|81|83|41|49|15|17|10.5|15.4
2011|2012-01-21|Houston Rockets|San Antonio Spurs|105|102|32|43|22|24|27.3|31.8
2011|2012-01-21|Utah Jazz|Minnesota Timberwolves|108|98|46|35|25|17|33.3|38.1
2011|2012-01-20|Toronto Raptors|Portland Trail Blazers|84|94|40|55|21|19|33.3|33.3
2011|2012-01-20|Philadelphia 76ers|Atlanta Hawks|90|76|51|32|24|21|23.5|33.3
2011|2012-01-20|Washington Wizards|Denver Nuggets|104|108|40|46|28|24|42.3|47.6
2011|2012-01-20|Boston Celtics|Phoenix Suns|71|79|32|44|20|20|40.0|26.3
2011|2012-01-20|New York Knicks|Milwaukee Bucks|86|100|43|47|13|19|27.3|36.4
2011|2012-01-20|Detroit Pistons|Memphis Grizzlies|81|98|38|27|17|23|40.0|55.6
2011|2012-01-20|Cleveland Cavaliers|Chicago Bulls|75|114|38|54|13|27|50.0|66.7
2011|2012-01-20|Orlando Magic|Los Angeles Lakers|92|80|51|42|20|19|44.4|30.0
2011|2012-01-20|San Antonio Spurs|Sacramento Kings|86|88|45|46|19|16|20.0|23.8
2011|2012-01-20|Los Angeles Clippers|Minnesota Timberwolves|98|101|41|39|12|21|52.4|40.0
2011|2012-01-20|Golden State Warriors|Indiana Pacers|91|94|45|43|18|25|43.5|50.0
2011|2012-01-19|Miami Heat|Los Angeles Lakers|98|87|44|38|19|19|50.0|30.0
2011|2012-01-19|Houston Rockets|New Orleans Pelicans|90|88|53|48|17|20|33.3|27.3
2011|2012-01-19|Utah Jazz|Dallas Mavericks|91|94|44|33|16|23|25.0|25.0
2011|2012-01-18|Philadelphia 76ers|Denver Nuggets|104|108|51|50|22|24|28.6|38.9
2011|2012-01-18|Washington Wizards|Oklahoma City Thunder|105|102|52|43|18|15|38.1|21.1
2011|2012-01-18|Orlando Magic|San Antonio Spurs|83|85|60|41|12|18|19.0|11.8
2011|2012-01-18|Boston Celtics|Toronto Raptors|96|73|45|38|21|12|37.5|26.7
2011|2012-01-18|Brooklyn Nets|Golden State Warriors|107|100|45|26|24|23|37.9|50.0
2011|2012-01-18|New York Knicks|Phoenix Suns|88|91|54|38|19|21|26.7|58.3
2011|2012-01-18|Atlanta Hawks|Portland Trail Blazers|92|89|47|41|18|23|45.5|26.3
2011|2012-01-18|New Orleans Pelicans|Memphis Grizzlies|87|93|34|37|23|23|41.7|42.9
2011|2012-01-18|Minnesota Timberwolves|Detroit Pistons|93|85|44|41|14|15|34.8|45.5
2011|2012-01-18|Sacramento Kings|Indiana Pacers|92|88|53|53|17|13|25.8|7.7
2011|2012-01-18|Los Angeles Clippers|Dallas Mavericks|91|89|47|42|25|22|36.4|45.0
2011|2012-01-17|Orlando Magic|Charlotte Hornets|96|89|42|36|19|23|31.8|29.4
2011|2012-01-17|Cleveland Cavaliers|Golden State Warriors|95|105|54|43|16|26|33.3|47.4
2011|2012-01-17|Miami Heat|San Antonio Spurs|120|98|33|36|24|21|61.5|40.0
2011|2012-01-17|Chicago Bulls|Phoenix Suns|118|97|41|38|31|19|50.0|45.5
2011|2012-01-17|Milwaukee Bucks|Denver Nuggets|95|105|43|42|21|27|30.4|48.0
2011|2012-01-17|Houston Rockets|Detroit Pistons|97|80|42|35|16|17|42.1|30.8
2011|2012-01-17|Utah Jazz|Los Angeles Clippers|108|79|48|45|18|17|37.5|20.0
2011|2012-01-16|New York Knicks|Orlando Magic|93|102|34|41|14|21|25.0|48.6
2011|2012-01-16|Memphis Grizzlies|Chicago Bulls|102|86|46|34|23|12|30.0|8.3
2011|2012-01-16|Philadelphia 76ers|Milwaukee Bucks|94|82|39|41|22|16|47.8|21.4
2011|2012-01-16|Washington Wizards|Houston Rockets|106|114|43|42|16|24|27.3|31.3
2011|2012-01-16|Charlotte Hornets|Cleveland Cavaliers|94|102|39|43|20|26|23.5|26.7
2011|2012-01-16|New Orleans Pelicans|Portland Trail Blazers|77|84|40|37|16|25|0.0|30.0
2011|2012-01-16|Los Angeles Clippers|Brooklyn Nets|101|91|46|35|26|22|38.1|33.3
2011|2012-01-16|Atlanta Hawks|Toronto Raptors|93|84|36|42|21|19|38.5|25.0
2011|2012-01-16|Boston Celtics|Oklahoma City Thunder|88|97|48|40|18|13|42.9|36.8
2011|2012-01-16|Minnesota Timberwolves|Sacramento Kings|99|86|38|37|24|20|38.5|23.5
2011|2012-01-16|Los Angeles Lakers|Dallas Mavericks|73|70|44|49|19|16|10.0|15.4
2011|2012-01-15|Detroit Pistons|Golden State Warriors|91|99|32|43|23|23|36.8|20.0
2011|2012-01-15|Denver Nuggets|Utah Jazz|96|106|39|42|21|27|37.5|33.3
2011|2012-01-15|San Antonio Spurs|Phoenix Suns|102|91|48|41|27|20|26.3|33.3
2011|2012-01-14|Washington Wizards|Philadelphia 76ers|90|103|53|37|19|20|21.4|37.5
2011|2012-01-14|Charlotte Hornets|Golden State Warriors|112|100|37|41|21|18|53.8|25.0
2011|2012-01-14|Atlanta Hawks|Minnesota Timberwolves|93|91|51|40|21|21|33.3|19.0
2011|2012-01-14|Indiana Pacers|Boston Celtics|97|83|52|45|14|20|31.3|33.3
2011|2012-01-14|Chicago Bulls|Toronto Raptors|77|64|52|50|19|17|26.7|30.0
2011|2012-01-14|Memphis Grizzlies|New Orleans Pelicans|108|99|40|43|16|19|50.0|40.0
2011|2012-01-14|Houston Rockets|Portland Trail Blazers|107|105|54|46|20|18|27.8|34.6
2011|2012-01-14|Oklahoma City Thunder|New York Knicks|104|92|38|43|18|18|38.9|26.3
2011|2012-01-14|Dallas Mavericks|Sacramento Kings|99|60|59|50|19|10|43.8|9.5
2011|2012-01-14|Utah Jazz|Brooklyn Nets|107|94|48|32|27|21|37.5|33.3
2011|2012-01-14|Los Angeles Clippers|Los Angeles Lakers|102|94|50|42|17|24|42.9|41.7
2011|2012-01-13|Toronto Raptors|Indiana Pacers|90|95|35|36|17|13|23.5|37.5
2011|2012-01-13|Philadelphia 76ers|Washington Wizards|120|89|39|37|27|18|66.7|23.5
2011|2012-01-13|Charlotte Hornets|Detroit Pistons|81|98|34|46|22|26|12.5|50.0
2011|2012-01-13|Boston Celtics|Chicago Bulls|79|88|34|47|20|20|42.9|30.8
2011|2012-01-13|New Orleans Pelicans|Minnesota Timberwolves|80|87|51|48|17|11|25.0|24.0
2011|2012-01-13|Houston Rockets|Sacramento Kings|103|89|55|36|22|17|38.1|20.0
2011|2012-01-13|Dallas Mavericks|Milwaukee Bucks|102|76|43|36|20|15|45.5|20.8
2011|2012-01-13|San Antonio Spurs|Portland Trail Blazers|99|83|50|36|23|20|35.3|27.8
2011|2012-01-13|Phoenix Suns|Brooklyn Nets|103|110|35|35|26|18|36.4|46.9
2011|2012-01-13|Denver Nuggets|Miami Heat|117|104|37|40|26|19|48.0|43.8
2011|2012-01-13|Los Angeles Lakers|Cleveland Cavaliers|97|92|36|44|30|20|35.7|33.3
2011|2012-01-12|Atlanta Hawks|Charlotte Hornets|111|81|55|30|29|21|31.6|12.5
2011|2012-01-12|Milwaukee Bucks|Detroit Pistons|102|93|35|35|25|18|50.0|60.0
2011|2012-01-12|Memphis Grizzlies|New York Knicks|94|83|48|41|20|19|50.0|42.3
2011|2012-01-12|Phoenix Suns|Cleveland Cavaliers|90|101|39|47|23|22|38.1|52.6
2011|2012-01-12|Golden State Warriors|Orlando Magic|109|117|38|43|27|27|43.5|47.8
2011|2012-01-11|Toronto Raptors|Sacramento Kings|91|98|44|48|20|13|30.0|29.2
2011|2012-01-11|Indiana Pacers|Atlanta Hawks|96|84|43|45|25|14|42.9|38.5
2011|2012-01-11|New York Knicks|Philadelphia 76ers|85|79|46|37|13|10|27.3|20.0
2011|2012-01-11|Boston Celtics|Dallas Mavericks|85|90|35|43|19|18|36.4|37.5
2011|2012-01-11|Chicago Bulls|Washington Wizards|78|64|62|46|17|12|25.0|33.3
2011|2012-01-11|New Orleans Pelicans|Oklahoma City Thunder|85|95|42|36|20|19|6.3|35.0
2011|2012-01-11|San Antonio Spurs|Houston Rockets|101|95|42|48|23|19|31.3|14.3
2011|2012-01-11|Denver Nuggets|Brooklyn Nets|123|115|37|29|37|31|61.1|57.1
2011|2012-01-11|Utah Jazz|Los Angeles Lakers|87|90|46|46|22|17|28.6|44.4
2011|2012-01-11|Portland Trail Blazers|Orlando Magic|104|107|32|42|23|25|40.0|59.3
2011|2012-01-11|Los Angeles Clippers|Miami Heat|95|89|45|50|22|18|35.3|31.3
2011|2012-01-10|Philadelphia 76ers|Sacramento Kings|112|85|46|43|30|16|38.5|21.1
2011|2012-01-10|Washington Wizards|Toronto Raptors|93|78|39|44|20|21|30.8|20.0
2011|2012-01-10|Charlotte Hornets|Houston Rockets|70|82|44|57|16|18|7.7|35.3
2011|2012-01-10|Detroit Pistons|Dallas Mavericks|86|100|29|36|17|28|46.2|26.7
2011|2012-01-10|Milwaukee Bucks|San Antonio Spurs|106|103|30|35|31|29|64.3|28.6
2011|2012-01-10|Memphis Grizzlies|Oklahoma City Thunder|95|100|39|51|16|14|41.7|40.0
2011|2012-01-10|Minnesota Timberwolves|Chicago Bulls|100|111|30|47|18|24|36.4|55.0
2011|2012-01-10|Utah Jazz|Cleveland Cavaliers|113|105|37|42|24|13|30.0|20.0
2011|2012-01-10|Portland Trail Blazers|Los Angeles Clippers|105|97|34|39|21|18|35.7|26.1
2011|2012-01-10|Los Angeles Lakers|Phoenix Suns|99|83|49|35|27|18|11.8|35.0
2011|2012-01-10|Golden State Warriors|Miami Heat|111|106|52|48|23|16|33.3|18.2
2011|2012-01-09|Toronto Raptors|Minnesota Timberwolves|97|87|44|39|16|14|15.8|29.2
2011|2012-01-09|Philadelphia 76ers|Indiana Pacers|96|86|48|43|19|18|35.3|30.8
2011|2012-01-09|Brooklyn Nets|Atlanta Hawks|101|106|40|33|24|26|50.0|42.9
2011|2012-01-09|New York Knicks|Charlotte Hornets|91|87|50|49|16|21|10.0|36.8
2011|2012-01-09|Chicago Bulls|Detroit Pistons|92|68|41|37|19|14|18.8|25.0
2011|2012-01-09|Denver Nuggets|New Orleans Pelicans|81|94|35|40|19|26|34.8|60.0
2011|2012-01-08|Washington Wizards|Minnesota Timberwolves|72|93|45|44|15|22|30.0|38.5
2011|2012-01-08|Sacramento Kings|Orlando Magic|97|104|45|43|16|24|15.0|31.3
2011|2012-01-08|Oklahoma City Thunder|San Antonio Spurs|108|96|48|42|25|20|36.8|58.3
2011|2012-01-08|Phoenix Suns|Milwaukee Bucks|109|93|38|40|30|23|45.5|20.0
2011|2012-01-08|Portland Trail Blazers|Cleveland Cavaliers|98|78|42|46|27|17|26.1|12.5
2011|2012-01-08|Los Angeles Lakers|Memphis Grizzlies|90|82|53|34|24|23|31.6|11.1
2011|2012-01-07|Atlanta Hawks|Chicago Bulls|109|94|31|43|32|21|75.0|42.9
2011|2012-01-07|Indiana Pacers|Charlotte Hornets|99|77|45|48|15|12|22.2|31.3
2011|2012-01-07|Brooklyn Nets|Miami Heat|90|101|43|45|24|27|30.3|33.3
2011|2012-01-07|Detroit Pistons|New York Knicks|80|103|41|48|17|26|34.6|28.6
2011|2012-01-07|Philadelphia 76ers|Toronto Raptors|97|62|51|48|20|15|23.8|8.3
2011|2012-01-07|Houston Rockets|Oklahoma City Thunder|95|98|41|44|23|18|35.7|33.3
2011|2012-01-07|San Antonio Spurs|Denver Nuggets|121|117|38|33|27|25|45.0|50.0
2011|2012-01-07|Dallas Mavericks|New Orleans Pelicans|96|81|35|39|22|17|42.1|54.5
2011|2012-01-07|Los Angeles Clippers|Milwaukee Bucks|92|86|37|42|17|18|21.1|30.0
2011|2012-01-07|Golden State Warriors|Utah Jazz|87|88|42|43|19|25|36.8|25.0
2011|2012-01-06|Toronto Raptors|Brooklyn Nets|85|97|39|44|19|21|35.3|48.4
2011|2012-01-06|Philadelphia 76ers|Detroit Pistons|96|73|49|42|23|18|27.8|0.0
