# SOURCE: https://data.gov.sg/dataset/resident-population-by-ethnicity-gender-and-age-group
# year;sex;ethnicity;age_group;population
1968;Female;Malays;75 - 79 Years;na
1968;Female;Malays;80 - 84 Years;na
1968;Female;Malays;85 - 89 Years;na
1968;Female;Malays;90 Years & Over;na
1968;Male;Chinese;0  -  4 Years;100700
1968;Male;Chinese;5  -  9 Years;113900
1968;Male;Chinese;10 - 14 Years;108500
1968;Male;Chinese;15 - 19 Years;93700
1968;Male;Chinese;20 - 24 Years;66600
1968;Male;Chinese;25 - 29 Years;56500
1968;Male;Chinese;30 - 34 Years;46500
1968;Male;Chinese;35 - 39 Years;39500
1968;Male;Chinese;40 - 44 Years;31000
1968;Male;Chinese;45 - 49 Years;27100
1968;Male;Chinese;50 - 54 Years;27900
1968;Male;Chinese;55 - 59 Years;24800
1968;Male;Chinese;60 - 64 Years;18600
1968;Male;Chinese;65 - 69 Years;11600
1968;Male;Chinese;70 - 74 Years;na
1968;Male;Chinese;75 - 79 Years;na
1968;Male;Chinese;80 - 84 Years;na
1968;Male;Chinese;85 - 89 Years;na
1968;Male;Chinese;90 Years & Over;na
1968;Female;Chinese;0  -  4 Years;96900
1968;Female;Chinese;5  -  9 Years;108200
1968;Female;Chinese;10 - 14 Years;100600
1968;Female;Chinese;15 - 19 Years;87800
1968;Female;Chinese;20 - 24 Years;62000
1968;Female;Chinese;25 - 29 Years;53000
1968;Female;Chinese;30 - 34 Years;46200
1968;Female;Chinese;35 - 39 Years;40100
1968;Female;Chinese;40 - 44 Years;32500
1968;Female;Chinese;45 - 49 Years;28800
1968;Female;Chinese;50 - 54 Years;28000
1968;Female;Chinese;55 - 59 Years;24200
1968;Female;Chinese;60 - 64 Years;18900
1968;Female;Chinese;65 - 69 Years;13600
1968;Female;Chinese;70 - 74 Years;na
1968;Female;Chinese;75 - 79 Years;na
1968;Female;Chinese;80 - 84 Years;na
1968;Female;Chinese;85 - 89 Years;na
1968;Female;Chinese;90 Years & Over;na
1968;Male;Indians;0  -  4 Years;8800
1968;Male;Indians;5  -  9 Years;9900
1968;Male;Indians;10 - 14 Years;8500
1968;Male;Indians;15 - 19 Years;6400
1968;Male;Indians;20 - 24 Years;4100
1968;Male;Indians;25 - 29 Years;4300
1968;Male;Indians;30 - 34 Years;4500
1968;Male;Indians;35 - 39 Years;8600
1968;Male;Indians;40 - 44 Years;8600
1968;Male;Indians;45 - 49 Years;8400
1968;Male;Indians;50 - 54 Years;6400
1968;Male;Indians;55 - 59 Years;4600
1968;Male;Indians;60 - 64 Years;2600
1968;Male;Indians;65 - 69 Years;1700
1968;Male;Indians;70 - 74 Years;na
1968;Male;Indians;75 - 79 Years;na
1968;Male;Indians;80 - 84 Years;na
1968;Male;Indians;85 - 89 Years;na
1968;Male;Indians;90 Years & Over;na
1968;Female;Indians;0  -  4 Years;9600
1968;Female;Indians;5  -  9 Years;10700
1968;Female;Indians;10 - 14 Years;9100
1968;Female;Indians;15 - 19 Years;6800
1968;Female;Indians;20 - 24 Years;3800
1968;Female;Indians;25 - 29 Years;2800
1968;Female;Indians;30 - 34 Years;3400
1968;Female;Indians;35 - 39 Years;3300
1968;Female;Indians;40 - 44 Years;2200
1968;Female;Indians;45 - 49 Years;1900
1968;Female;Indians;50 - 54 Years;1100
1968;Female;Indians;55 - 59 Years;700
1968;Female;Indians;60 - 64 Years;400
1968;Female;Indians;65 - 69 Years;300
1968;Female;Indians;70 - 74 Years;na
1968;Female;Indians;75 - 79 Years;na
1968;Female;Indians;80 - 84 Years;na
1968;Female;Indians;85 - 89 Years;na
1968;Female;Indians;90 Years & Over;na
1968;Male;Other;0  -  4 Years;2100
1968;Male;Other;5  -  9 Years;2400
1968;Male;Other;10 - 14 Years;2100
1968;Male;Other;15 - 19 Years;1900
1968;Male;Other;20 - 24 Years;1000
1968;Male;Other;25 - 29 Years;800
1968;Male;Other;30 - 34 Years;1100
1968;Male;Other;35 - 39 Years;1400
1968;Male;Other;40 - 44 Years;1500
1968;Male;Other;45 - 49 Years;1200
1968;Male;Other;50 - 54 Years;1000
1968;Male;Other;55 - 59 Years;800
1968;Male;Other;60 - 64 Years;600
1968;Male;Other;65 - 69 Years;400
1968;Male;Other;70 - 74 Years;na
1968;Male;Other;75 - 79 Years;na
1968;Male;Other;80 - 84 Years;na
1968;Male;Other;85 - 89 Years;na
1968;Male;Other;90 Years & Over;na
1968;Female;Other;0  -  4 Years;1800
1968;Female;Other;5  -  9 Years;2000
1968;Female;Other;10 - 14 Years;1900
1968;Female;Other;15 - 19 Years;1700
1968;Female;Other;20 - 24 Years;1100
1968;Female;Other;25 - 29 Years;900
1968;Female;Other;30 - 34 Years;1000
1968;Female;Other;35 - 39 Years;1200
1968;Female;Other;40 - 44 Years;1300
1968;Female;Other;45 - 49 Years;1100
1968;Female;Other;50 - 54 Years;800
1968;Female;Other;55 - 59 Years;700
1968;Female;Other;60 - 64 Years;600
1968;Female;Other;65 - 69 Years;400
1968;Female;Other;70 - 74 Years;na
1968;Female;Other;75 - 79 Years;na
1968;Female;Other;80 - 84 Years;na
1968;Female;Other;85 - 89 Years;na
1968;Female;Other;90 Years & Over;na
1969;Male;Malays;0  -  4 Years;24300
1969;Male;Malays;5  -  9 Years;26500
1969;Male;Malays;10 - 14 Years;21800
1969;Male;Malays;15 - 19 Years;17000
1969;Male;Malays;20 - 24 Years;10600
1969;Male;Malays;25 - 29 Years;6800
1969;Male;Malays;30 - 34 Years;10700
1969;Male;Malays;35 - 39 Years;9500
1969;Male;Malays;40 - 44 Years;8900
1969;Male;Malays;45 - 49 Years;6800
1969;Male;Malays;50 - 54 Years;5100
1969;Male;Malays;55 - 59 Years;3100
1969;Male;Malays;60 - 64 Years;2200
1969;Male;Malays;65 - 69 Years;1400
1969;Male;Malays;70 - 74 Years;na
1969;Male;Malays;75 - 79 Years;na
1969;Male;Malays;80 - 84 Years;na
1969;Male;Malays;85 - 89 Years;na
1969;Male;Malays;90 Years & Over;na
1969;Female;Malays;0  -  4 Years;24700
1969;Female;Malays;5  -  9 Years;26200
1969;Female;Malays;10 - 14 Years;22100
1969;Female;Malays;15 - 19 Years;17700
1969;Female;Malays;20 - 24 Years;10800
1969;Female;Malays;25 - 29 Years;7700
1969;Female;Malays;30 - 34 Years;10800
1969;Female;Malays;35 - 39 Years;8400
1969;Female;Malays;40 - 44 Years;6900
1969;Female;Malays;45 - 49 Years;4800
1969;Female;Malays;50 - 54 Years;3800
1969;Female;Malays;55 - 59 Years;2600
1969;Female;Malays;60 - 64 Years;1800
1969;Female;Malays;65 - 69 Years;900
1969;Female;Malays;70 - 74 Years;na
1969;Female;Malays;75 - 79 Years;na
1969;Female;Malays;80 - 84 Years;na
1969;Female;Malays;85 - 89 Years;na
1969;Female;Malays;90 Years & Over;na
1969;Male;Chinese;0  -  4 Years;96500
1969;Male;Chinese;5  -  9 Years;111500
1969;Male;Chinese;10 - 14 Years;110700
1969;Male;Chinese;15 - 19 Years;96500
1969;Male;Chinese;20 - 24 Years;73000
1969;Male;Chinese;25 - 29 Years;54900
1969;Male;Chinese;30 - 34 Years;50200
1969;Male;Chinese;35 - 39 Years;39300
1969;Male;Chinese;40 - 44 Years;33000
1969;Male;Chinese;45 - 49 Years;27500
1969;Male;Chinese;50 - 54 Years;26700
1969;Male;Chinese;55 - 59 Years;25900
1969;Male;Chinese;60 - 64 Years;18800
1969;Male;Chinese;65 - 69 Years;12600
1969;Male;Chinese;70 - 74 Years;na
1969;Male;Chinese;75 - 79 Years;na
1969;Male;Chinese;80 - 84 Years;na
1969;Male;Chinese;85 - 89 Years;na
1969;Male;Chinese;90 Years & Over;na
1969;Female;Chinese;0  -  4 Years;91600
1969;Female;Chinese;5  -  9 Years;106300
1969;Female;Chinese;10 - 14 Years;104700
1969;Female;Chinese;15 - 19 Years;90100
1969;Female;Chinese;20 - 24 Years;68500
1969;Female;Chinese;25 - 29 Years;51600
1969;Female;Chinese;30 - 34 Years;49300
1969;Female;Chinese;35 - 39 Years;40800
1969;Female;Chinese;40 - 44 Years;33900
1969;Female;Chinese;45 - 49 Years;29300
1969;Female;Chinese;50 - 54 Years;27700
1969;Female;Chinese;55 - 59 Years;25400
1969;Female;Chinese;60 - 64 Years;20000
1969;Female;Chinese;65 - 69 Years;13900
1969;Female;Chinese;70 - 74 Years;na
1969;Female;Chinese;75 - 79 Years;na
1969;Female;Chinese;80 - 84 Years;na
1969;Female;Chinese;85 - 89 Years;na
1969;Female;Chinese;90 Years & Over;na
1969;Male;Indians;0  -  4 Years;8200
1969;Male;Indians;5  -  9 Years;9600
1969;Male;Indians;10 - 14 Years;8800
1969;Male;Indians;15 - 19 Years;6600
1969;Male;Indians;20 - 24 Years;4500
1969;Male;Indians;25 - 29 Years;3900
1969;Male;Indians;30 - 34 Years;4400
1969;Male;Indians;35 - 39 Years;7700
1969;Male;Indians;40 - 44 Years;8800
1969;Male;Indians;45 - 49 Years;8100
1969;Male;Indians;50 - 54 Years;6900
1969;Male;Indians;55 - 59 Years;4700
1969;Male;Indians;60 - 64 Years;3000
1969;Male;Indians;65 - 69 Years;1900
1969;Male;Indians;70 - 74 Years;na
1969;Male;Indians;75 - 79 Years;na
1969;Male;Indians;80 - 84 Years;na
1969;Male;Indians;85 - 89 Years;na
1969;Male;Indians;90 Years & Over;na
1969;Female;Indians;0  -  4 Years;8700
1969;Female;Indians;5  -  9 Years;10500
1969;Female;Indians;10 - 14 Years;9700
1969;Female;Indians;15 - 19 Years;7100
1969;Female;Indians;20 - 24 Years;4500
1969;Female;Indians;25 - 29 Years;2500
1969;Female;Indians;30 - 34 Years;3500
1969;Female;Indians;35 - 39 Years;3300
1969;Female;Indians;40 - 44 Years;2600
1969;Female;Indians;45 - 49 Years;1700
1969;Female;Indians;50 - 54 Years;1300
1969;Female;Indians;55 - 59 Years;700
1969;Female;Indians;60 - 64 Years;500
1969;Female;Indians;65 - 69 Years;300
1969;Female;Indians;70 - 74 Years;na
1969;Female;Indians;75 - 79 Years;na
1969;Female;Indians;80 - 84 Years;na
1969;Female;Indians;85 - 89 Years;na
1969;Female;Indians;90 Years & Over;na
1969;Male;Other;0  -  4 Years;2000
1969;Male;Other;5  -  9 Years;2300
1969;Male;Other;10 - 14 Years;2200
1969;Male;Other;15 - 19 Years;1900
1969;Male;Other;20 - 24 Years;1300
1969;Male;Other;25 - 29 Years;700
1969;Male;Other;30 - 34 Years;900
1969;Male;Other;35 - 39 Years;1400
1969;Male;Other;40 - 44 Years;1500
1969;Male;Other;45 - 49 Years;1300
1969;Male;Other;50 - 54 Years;1000
1969;Male;Other;55 - 59 Years;700
1969;Male;Other;60 - 64 Years;600
1969;Male;Other;65 - 69 Years;400
1969;Male;Other;70 - 74 Years;na
1969;Male;Other;75 - 79 Years;na
1969;Male;Other;80 - 84 Years;na
1969;Male;Other;85 - 89 Years;na
1969;Male;Other;90 Years & Over;na
1969;Female;Other;0  -  4 Years;1900
1969;Female;Other;5  -  9 Years;2200
1969;Female;Other;10 - 14 Years;2000
1969;Female;Other;15 - 19 Years;1800
1969;Female;Other;20 - 24 Years;1300
1969;Female;Other;25 - 29 Years;900
1969;Female;Other;30 - 34 Years;1100
1969;Female;Other;35 - 39 Years;1200
1969;Female;Other;40 - 44 Years;1300
1969;Female;Other;45 - 49 Years;1300
1969;Female;Other;50 - 54 Years;900
1969;Female;Other;55 - 59 Years;700
1969;Female;Other;60 - 64 Years;500
1969;Female;Other;65 - 69 Years;400
1969;Female;Other;70 - 74 Years;na
1969;Female;Other;75 - 79 Years;na
1969;Female;Other;80 - 84 Years;na
1969;Female;Other;85 - 89 Years;na
1969;Female;Other;90 Years & Over;na
1970;Male;Malays;0  -  4 Years;21742
1970;Male;Malays;5  -  9 Years;25928
1970;Male;Malays;10 - 14 Years;22926
1970;Male;Malays;15 - 19 Years;17166
1970;Male;Malays;20 - 24 Years;12127
1970;Male;Malays;25 - 29 Years;7075
1970;Male;Malays;30 - 34 Years;8578
1970;Male;Malays;35 - 39 Years;7581
1970;Male;Malays;40 - 44 Years;8539
1970;Male;Malays;45 - 49 Years;6908
1970;Male;Malays;50 - 54 Years;4778
1970;Male;Malays;55 - 59 Years;3366
1970;Male;Malays;60 - 64 Years;2274
1970;Male;Malays;65 - 69 Years;1521
1970;Male;Malays;70 - 74 Years;754
1970;Male;Malays;75 - 79 Years;299
1970;Male;Malays;80 - 84 Years;na
1970;Male;Malays;85 - 89 Years;na
1970;Male;Malays;90 Years & Over;na
1970;Female;Malays;0  -  4 Years;21372
1970;Female;Malays;5  -  9 Years;25171
1970;Female;Malays;10 - 14 Years;22390
1970;Female;Malays;15 - 19 Years;17285
1970;Female;Malays;20 - 24 Years;12423
1970;Female;Malays;25 - 29 Years;7847
1970;Female;Malays;30 - 34 Years;9642
1970;Female;Malays;35 - 39 Years;7952
1970;Female;Malays;40 - 44 Years;6632
1970;Female;Malays;45 - 49 Years;4954
1970;Female;Malays;50 - 54 Years;3526
1970;Female;Malays;55 - 59 Years;2709
1970;Female;Malays;60 - 64 Years;1982
1970;Female;Malays;65 - 69 Years;1020
1970;Female;Malays;70 - 74 Years;684
1970;Female;Malays;75 - 79 Years;295
1970;Female;Malays;80 - 84 Years;na
1970;Female;Malays;85 - 89 Years;na
1970;Female;Malays;90 Years & Over;na
1970;Male;Chinese;0  -  4 Years;87399
1970;Male;Chinese;5  -  9 Years;103778
1970;Male;Chinese;10 - 14 Years;111872
1970;Male;Chinese;15 - 19 Years;97691
1970;Male;Chinese;20 - 24 Years;79595
1970;Male;Chinese;25 - 29 Years;50788
1970;Male;Chinese;30 - 34 Years;51471
1970;Male;Chinese;35 - 39 Years;41335
1970;Male;Chinese;40 - 44 Years;34643
1970;Male;Chinese;45 - 49 Years;27344
1970;Male;Chinese;50 - 54 Years;25532
1970;Male;Chinese;55 - 59 Years;25710
1970;Male;Chinese;60 - 64 Years;19981
1970;Male;Chinese;65 - 69 Years;13429
1970;Male;Chinese;70 - 74 Years;6798
1970;Male;Chinese;75 - 79 Years;3237
1970;Male;Chinese;80 - 84 Years;na
1970;Male;Chinese;85 - 89 Years;na
1970;Male;Chinese;90 Years & Over;na
1970;Female;Chinese;0  -  4 Years;81626
1970;Female;Chinese;5  -  9 Years;97544
1970;Female;Chinese;10 - 14 Years;105326
1970;Female;Chinese;15 - 19 Years;91972
1970;Female;Chinese;20 - 24 Years;76773
1970;Female;Chinese;25 - 29 Years;49897
1970;Female;Chinese;30 - 34 Years;50428
1970;Female;Chinese;35 - 39 Years;41009
1970;Female;Chinese;40 - 44 Years;35802
1970;Female;Chinese;45 - 49 Years;29388
1970;Female;Chinese;50 - 54 Years;27676
1970;Female;Chinese;55 - 59 Years;26705
1970;Female;Chinese;60 - 64 Years;20638
1970;Female;Chinese;65 - 69 Years;15069
1970;Female;Chinese;70 - 74 Years;9343
1970;Female;Chinese;75 - 79 Years;5748
1970;Female;Chinese;80 - 84 Years;na
1970;Female;Chinese;85 - 89 Years;na
1970;Female;Chinese;90 Years & Over;na
1970;Male;Indians;0  -  4 Years;7857
1970;Male;Indians;5  -  9 Years;9563
1970;Male;Indians;10 - 14 Years;9641
1970;Male;Indians;15 - 19 Years;7388
1970;Male;Indians;20 - 24 Years;5723
1970;Male;Indians;25 - 29 Years;4269
1970;Male;Indians;30 - 34 Years;4497
1970;Male;Indians;35 - 39 Years;6505
1970;Male;Indians;40 - 44 Years;8281
1970;Male;Indians;45 - 49 Years;7803
1970;Male;Indians;50 - 54 Years;5898
1970;Male;Indians;55 - 59 Years;3886
1970;Male;Indians;60 - 64 Years;2015
1970;Male;Indians;65 - 69 Years;1044
1970;Male;Indians;70 - 74 Years;454
1970;Male;Indians;75 - 79 Years;176
1970;Male;Indians;80 - 84 Years;na
1970;Male;Indians;85 - 89 Years;na
1970;Male;Indians;90 Years & Over;na
1970;Female;Indians;0  -  4 Years;7611
1970;Female;Indians;5  -  9 Years;9327
1970;Female;Indians;10 - 14 Years;8853
1970;Female;Indians;15 - 19 Years;6815
1970;Female;Indians;20 - 24 Years;5271
1970;Female;Indians;25 - 29 Years;3418
1970;Female;Indians;30 - 34 Years;3957
1970;Female;Indians;35 - 39 Years;3127
1970;Female;Indians;40 - 44 Years;2606
1970;Female;Indians;45 - 49 Years;1814
1970;Female;Indians;50 - 54 Years;1130
1970;Female;Indians;55 - 59 Years;848
1970;Female;Indians;60 - 64 Years;448
1970;Female;Indians;65 - 69 Years;293
1970;Female;Indians;70 - 74 Years;161
1970;Female;Indians;75 - 79 Years;88
1970;Female;Indians;80 - 84 Years;na
1970;Female;Indians;85 - 89 Years;na
1970;Female;Indians;90 Years & Over;na
1970;Male;Other;0  -  4 Years;1337
1970;Male;Other;5  -  9 Years;1364
1970;Male;Other;10 - 14 Years;1346
1970;Male;Other;15 - 19 Years;1191
1970;Male;Other;20 - 24 Years;1049
1970;Male;Other;25 - 29 Years;647
1970;Male;Other;30 - 34 Years;700
1970;Male;Other;35 - 39 Years;787
1970;Male;Other;40 - 44 Years;761
1970;Male;Other;45 - 49 Years;733
1970;Male;Other;50 - 54 Years;648
1970;Male;Other;55 - 59 Years;411
1970;Male;Other;60 - 64 Years;317
1970;Male;Other;65 - 69 Years;243
1970;Male;Other;70 - 74 Years;104
1970;Male;Other;75 - 79 Years;63
1970;Male;Other;80 - 84 Years;na
1970;Male;Other;85 - 89 Years;na
1970;Male;Other;90 Years & Over;na
1970;Female;Other;0  -  4 Years;1221
1970;Female;Other;5  -  9 Years;1322
1970;Female;Other;10 - 14 Years;1273
1970;Female;Other;15 - 19 Years;1174
1970;Female;Other;20 - 24 Years;1013
1970;Female;Other;25 - 29 Years;646
1970;Female;Other;30 - 34 Years;857
1970;Female;Other;35 - 39 Years;748
1970;Female;Other;40 - 44 Years;711
1970;Female;Other;45 - 49 Years;621
1970;Female;Other;50 - 54 Years;487
1970;Female;Other;55 - 59 Years;400
1970;Female;Other;60 - 64 Years;307
1970;Female;Other;65 - 69 Years;276
1970;Female;Other;70 - 74 Years;186
1970;Female;Other;75 - 79 Years;100
1970;Female;Other;80 - 84 Years;na
1970;Female;Other;85 - 89 Years;na
1970;Female;Other;90 Years & Over;na
1971;Male;Malays;0  -  4 Years;20800
1971;Male;Malays;5  -  9 Years;26900
1971;Male;Malays;10 - 14 Years;24700
1971;Male;Malays;15 - 19 Years;19300
1971;Male;Malays;20 - 24 Years;14500
1971;Male;Malays;25 - 29 Years;8100
1971;Male;Malays;30 - 34 Years;8800
1971;Male;Malays;35 - 39 Years;8000
1971;Male;Malays;40 - 44 Years;8600
1971;Male;Malays;45 - 49 Years;7200
1971;Male;Malays;50 - 54 Years;5500
1971;Male;Malays;55 - 59 Years;3400
1971;Male;Malays;60 - 64 Years;2600
1971;Male;Malays;65 - 69 Years;1400
1971;Male;Malays;70 - 74 Years;na
1971;Male;Malays;75 - 79 Years;na
1971;Male;Malays;80 - 84 Years;na
1971;Male;Malays;85 - 89 Years;na
1971;Male;Malays;90 Years & Over;na
1971;Female;Malays;0  -  4 Years;20500
1971;Female;Malays;5  -  9 Years;26000
1971;Female;Malays;10 - 14 Years;23900
1971;Female;Malays;15 - 19 Years;18900
1971;Female;Malays;20 - 24 Years;14700
1971;Female;Malays;25 - 29 Years;8700
1971;Female;Malays;30 - 34 Years;9800
1971;Female;Malays;35 - 39 Years;8800
1971;Female;Malays;40 - 44 Years;7300
1971;Female;Malays;45 - 49 Years;5300
1971;Female;Malays;50 - 54 Years;3900
1971;Female;Malays;55 - 59 Years;2600
1971;Female;Malays;60 - 64 Years;2200
1971;Female;Malays;65 - 69 Years;1100
1971;Female;Malays;70 - 74 Years;na
1971;Female;Malays;75 - 79 Years;na
1971;Female;Malays;80 - 84 Years;na
1971;Female;Malays;85 - 89 Years;na
1971;Female;Malays;90 Years & Over;na
1971;Male;Chinese;0  -  4 Years;86400
1971;Male;Chinese;5  -  9 Years;103100
1971;Male;Chinese;10 - 14 Years;113700
1971;Male;Chinese;15 - 19 Years;102300
1971;Male;Chinese;20 - 24 Years;89300
1971;Male;Chinese;25 - 29 Years;52900
1971;Male;Chinese;30 - 34 Years;55100
1971;Male;Chinese;35 - 39 Years;43600
1971;Male;Chinese;40 - 44 Years;37200
1971;Male;Chinese;45 - 49 Years;28300
1971;Male;Chinese;50 - 54 Years;25900
1971;Male;Chinese;55 - 59 Years;25700
1971;Male;Chinese;60 - 64 Years;21000
1971;Male;Chinese;65 - 69 Years;14000
1971;Male;Chinese;70 - 74 Years;na
1971;Male;Chinese;75 - 79 Years;na
1971;Male;Chinese;80 - 84 Years;na
1971;Male;Chinese;85 - 89 Years;na
1971;Male;Chinese;90 Years & Over;na
1971;Female;Chinese;0  -  4 Years;80900
1971;Female;Chinese;5  -  9 Years;97600
1971;Female;Chinese;10 - 14 Years;106500
1971;Female;Chinese;15 - 19 Years;96900
1971;Female;Chinese;20 - 24 Years;85600
1971;Female;Chinese;25 - 29 Years;51900
1971;Female;Chinese;30 - 34 Years;54300
1971;Female;Chinese;35 - 39 Years;43000
1971;Female;Chinese;40 - 44 Years;38200
1971;Female;Chinese;45 - 49 Years;30200
1971;Female;Chinese;50 - 54 Years;27900
1971;Female;Chinese;55 - 59 Years;27000
1971;Female;Chinese;60 - 64 Years;22200
1971;Female;Chinese;65 - 69 Years;15900
1971;Female;Chinese;70 - 74 Years;na
1971;Female;Chinese;75 - 79 Years;na
1971;Female;Chinese;80 - 84 Years;na
1971;Female;Chinese;85 - 89 Years;na
1971;Female;Chinese;90 Years & Over;na
1971;Male;Indians;0  -  4 Years;7700
1971;Male;Indians;5  -  9 Years;9500
1971;Male;Indians;10 - 14 Years;10200
1971;Male;Indians;15 - 19 Years;8000
1971;Male;Indians;20 - 24 Years;6500
1971;Male;Indians;25 - 29 Years;4200
1971;Male;Indians;30 - 34 Years;4800
1971;Male;Indians;35 - 39 Years;5900
1971;Male;Indians;40 - 44 Years;8100
1971;Male;Indians;45 - 49 Years;8000
1971;Male;Indians;50 - 54 Years;6300
1971;Male;Indians;55 - 59 Years;4000
1971;Male;Indians;60 - 64 Years;2400
1971;Male;Indians;65 - 69 Years;1100
1971;Male;Indians;70 - 74 Years;na
1971;Male;Indians;75 - 79 Years;na
1971;Male;Indians;80 - 84 Years;na
1971;Male;Indians;85 - 89 Years;na
1971;Male;Indians;90 Years & Over;na
1971;Female;Indians;0  -  4 Years;7400
1971;Female;Indians;5  -  9 Years;9400
1971;Female;Indians;10 - 14 Years;9300
1971;Female;Indians;15 - 19 Years;7400
1971;Female;Indians;20 - 24 Years;6100
1971;Female;Indians;25 - 29 Years;3500
1971;Female;Indians;30 - 34 Years;4100
1971;Female;Indians;35 - 39 Years;3400
1971;Female;Indians;40 - 44 Years;2700
1971;Female;Indians;45 - 49 Years;2000
1971;Female;Indians;50 - 54 Years;1400
1971;Female;Indians;55 - 59 Years;900
1971;Female;Indians;60 - 64 Years;500
1971;Female;Indians;65 - 69 Years;300
1971;Female;Indians;70 - 74 Years;na
1971;Female;Indians;75 - 79 Years;na
1971;Female;Indians;80 - 84 Years;na
1971;Female;Indians;85 - 89 Years;na
1971;Female;Indians;90 Years & Over;na
1971;Male;Other;0  -  4 Years;2300
1971;Male;Other;5  -  9 Years;2100
1971;Male;Other;10 - 14 Years;2000
1971;Male;Other;15 - 19 Years;1500
1971;Male;Other;20 - 24 Years;1600
1971;Male;Other;25 - 29 Years;1500
1971;Male;Other;30 - 34 Years;1700
1971;Male;Other;35 - 39 Years;1700
1971;Male;Other;40 - 44 Years;1500
1971;Male;Other;45 - 49 Years;1400
1971;Male;Other;50 - 54 Years;1100
1971;Male;Other;55 - 59 Years;700
1971;Male;Other;60 - 64 Years;500
1971;Male;Other;65 - 69 Years;300
1971;Male;Other;70 - 74 Years;na
1971;Male;Other;75 - 79 Years;na
1971;Male;Other;80 - 84 Years;na
1971;Male;Other;85 - 89 Years;na
1971;Male;Other;90 Years & Over;na
1971;Female;Other;0  -  4 Years;2200
1971;Female;Other;5  -  9 Years;2100
1971;Female;Other;10 - 14 Years;1900
1971;Female;Other;15 - 19 Years;1700
1971;Female;Other;20 - 24 Years;1800
1971;Female;Other;25 - 29 Years;1600
1971;Female;Other;30 - 34 Years;1700
1971;Female;Other;35 - 39 Years;1300
1971;Female;Other;40 - 44 Years;1200
1971;Female;Other;45 - 49 Years;1000
1971;Female;Other;50 - 54 Years;700
1971;Female;Other;55 - 59 Years;600
1971;Female;Other;60 - 64 Years;400
1971;Female;Other;65 - 69 Years;300
1971;Female;Other;70 - 74 Years;na
1971;Female;Other;75 - 79 Years;na
1971;Female;Other;80 - 84 Years;na
1971;Female;Other;85 - 89 Years;na
1971;Female;Other;90 Years & Over;na
1972;Male;Malays;0  -  4 Years;19500
1972;Male;Malays;5  -  9 Years;26200
1972;Male;Malays;10 - 14 Years;25900
1972;Male;Malays;15 - 19 Years;20600
1972;Male;Malays;20 - 24 Years;14900
1972;Male;Malays;25 - 29 Years;9500
1972;Male;Malays;30 - 34 Years;8400
1972;Male;Malays;35 - 39 Years;8300
1972;Male;Malays;40 - 44 Years;8100
1972;Male;Malays;45 - 49 Years;7600
1972;Male;Malays;50 - 54 Years;5900
1972;Male;Malays;55 - 59 Years;3400
1972;Male;Malays;60 - 64 Years;2800
1972;Male;Malays;65 - 69 Years;1500
1972;Male;Malays;70 - 74 Years;na
1972;Male;Malays;75 - 79 Years;na
1972;Male;Malays;80 - 84 Years;na
1972;Male;Malays;85 - 89 Years;na
1972;Male;Malays;90 Years & Over;na
1972;Female;Malays;0  -  4 Years;18900
1972;Female;Malays;5  -  9 Years;25500
1972;Female;Malays;10 - 14 Years;24600
1972;Female;Malays;15 - 19 Years;19900
1972;Female;Malays;20 - 24 Years;15100
1972;Female;Malays;25 - 29 Years;9800
1972;Female;Malays;30 - 34 Years;9500
1972;Female;Malays;35 - 39 Years;9200
1972;Female;Malays;40 - 44 Years;7400
1972;Female;Malays;45 - 49 Years;5500
1972;Female;Malays;50 - 54 Years;4100
1972;Female;Malays;55 - 59 Years;2700
1972;Female;Malays;60 - 64 Years;2200
1972;Female;Malays;65 - 69 Years;1200
1972;Female;Malays;70 - 74 Years;na
1972;Female;Malays;75 - 79 Years;na
1972;Female;Malays;80 - 84 Years;na
1972;Female;Malays;85 - 89 Years;na
1972;Female;Malays;90 Years & Over;na
1972;Male;Chinese;0  -  4 Years;87300
1972;Male;Chinese;5  -  9 Years;100300
1972;Male;Chinese;10 - 14 Years;112800
1972;Male;Chinese;15 - 19 Years;106800
1972;Male;Chinese;20 - 24 Years;91800
1972;Male;Chinese;25 - 29 Years;59100
1972;Male;Chinese;30 - 34 Years;56200
1972;Male;Chinese;35 - 39 Years;45100
1972;Male;Chinese;40 - 44 Years;38600
1972;Male;Chinese;45 - 49 Years;28900
1972;Male;Chinese;50 - 54 Years;25500
1972;Male;Chinese;55 - 59 Years;24500
1972;Male;Chinese;60 - 64 Years;22100
1972;Male;Chinese;65 - 69 Years;14900
1972;Male;Chinese;70 - 74 Years;na
1972;Male;Chinese;75 - 79 Years;na
1972;Male;Chinese;80 - 84 Years;na
1972;Male;Chinese;85 - 89 Years;na
1972;Male;Chinese;90 Years & Over;na
1972;Female;Chinese;0  -  4 Years;81000
1972;Female;Chinese;5  -  9 Years;94700
1972;Female;Chinese;10 - 14 Years;105600
1972;Female;Chinese;15 - 19 Years;101300
1972;Female;Chinese;20 - 24 Years;87500
1972;Female;Chinese;25 - 29 Years;58000
1972;Female;Chinese;30 - 34 Years;56000
1972;Female;Chinese;35 - 39 Years;43600
1972;Female;Chinese;40 - 44 Years;38900
1972;Female;Chinese;45 - 49 Years;30800
1972;Female;Chinese;50 - 54 Years;28200
1972;Female;Chinese;55 - 59 Years;26600
