# SOURCE: https://data.gov.sg/dataset/resident-population-by-ethnicity-gender-and-age-group
# year;sex;ethnicity;age_group;population
1987;Male;Chinese;10 - 14 Years;85862
1987;Male;Chinese;15 - 19 Years;86641
1987;Male;Chinese;20 - 24 Years;97427
1987;Male;Chinese;25 - 29 Years;112550
1987;Male;Chinese;30 - 34 Years;109045
1987;Male;Chinese;35 - 39 Years;92000
1987;Male;Chinese;40 - 44 Years;60037
1987;Male;Chinese;45 - 49 Years;54159
1987;Male;Chinese;50 - 54 Years;40911
1987;Male;Chinese;55 - 59 Years;34023
1987;Male;Chinese;60 - 64 Years;24614
1987;Male;Chinese;65 - 69 Years;18963
1987;Male;Chinese;70 - 74 Years;15144
1987;Male;Chinese;75 - 79 Years;na
1987;Male;Chinese;80 - 84 Years;na
1987;Male;Chinese;85 - 89 Years;na
1987;Male;Chinese;90 Years & Over;na
1987;Female;Chinese;0  -  4 Years;67659
1987;Female;Chinese;5  -  9 Years;72111
1987;Female;Chinese;10 - 14 Years;80288
1987;Female;Chinese;15 - 19 Years;80933
1987;Female;Chinese;20 - 24 Years;94320
1987;Female;Chinese;25 - 29 Years;107741
1987;Female;Chinese;30 - 34 Years;104779
1987;Female;Chinese;35 - 39 Years;89705
1987;Female;Chinese;40 - 44 Years;58870
1987;Female;Chinese;45 - 49 Years;54369
1987;Female;Chinese;50 - 54 Years;40560
1987;Female;Chinese;55 - 59 Years;36670
1987;Female;Chinese;60 - 64 Years;28527
1987;Female;Chinese;65 - 69 Years;24059
1987;Female;Chinese;70 - 74 Years;20361
1987;Female;Chinese;75 - 79 Years;na
1987;Female;Chinese;80 - 84 Years;na
1987;Female;Chinese;85 - 89 Years;na
1987;Female;Chinese;90 Years & Over;na
1987;Male;Indians;0  -  4 Years;8154
1987;Male;Indians;5  -  9 Years;6677
1987;Male;Indians;10 - 14 Years;6244
1987;Male;Indians;15 - 19 Years;7794
1987;Male;Indians;20 - 24 Years;9732
1987;Male;Indians;25 - 29 Years;10642
1987;Male;Indians;30 - 34 Years;8745
1987;Male;Indians;35 - 39 Years;7022
1987;Male;Indians;40 - 44 Years;4717
1987;Male;Indians;45 - 49 Years;4912
1987;Male;Indians;50 - 54 Years;4303
1987;Male;Indians;55 - 59 Years;5993
1987;Male;Indians;60 - 64 Years;5022
1987;Male;Indians;65 - 69 Years;3400
1987;Male;Indians;70 - 74 Years;1682
1987;Male;Indians;75 - 79 Years;na
1987;Male;Indians;80 - 84 Years;na
1987;Male;Indians;85 - 89 Years;na
1987;Male;Indians;90 Years & Over;na
1987;Female;Indians;0  -  4 Years;7551
1987;Female;Indians;5  -  9 Years;6273
1987;Female;Indians;10 - 14 Years;6000
1987;Female;Indians;15 - 19 Years;7089
1987;Female;Indians;20 - 24 Years;9544
1987;Female;Indians;25 - 29 Years;10027
1987;Female;Indians;30 - 34 Years;8499
1987;Female;Indians;35 - 39 Years;6820
1987;Female;Indians;40 - 44 Years;4221
1987;Female;Indians;45 - 49 Years;4043
1987;Female;Indians;50 - 54 Years;3363
1987;Female;Indians;55 - 59 Years;2558
1987;Female;Indians;60 - 64 Years;1763
1987;Female;Indians;65 - 69 Years;1096
1987;Female;Indians;70 - 74 Years;562
1987;Female;Indians;75 - 79 Years;na
1987;Female;Indians;80 - 84 Years;na
1987;Female;Indians;85 - 89 Years;na
1987;Female;Indians;90 Years & Over;na
1987;Male;Other;0  -  4 Years;1445
1987;Male;Other;5  -  9 Years;1249
1987;Male;Other;10 - 14 Years;919
1987;Male;Other;15 - 19 Years;873
1987;Male;Other;20 - 24 Years;1099
1987;Male;Other;25 - 29 Years;1183
1987;Male;Other;30 - 34 Years;1123
1987;Male;Other;35 - 39 Years;1128
1987;Male;Other;40 - 44 Years;694
1987;Male;Other;45 - 49 Years;649
1987;Male;Other;50 - 54 Years;612
1987;Male;Other;55 - 59 Years;606
1987;Male;Other;60 - 64 Years;514
1987;Male;Other;65 - 69 Years;423
1987;Male;Other;70 - 74 Years;225
1987;Male;Other;75 - 79 Years;na
1987;Male;Other;80 - 84 Years;na
1987;Male;Other;85 - 89 Years;na
1987;Male;Other;90 Years & Over;na
1987;Female;Other;0  -  4 Years;1382
1987;Female;Other;5  -  9 Years;1185
1987;Female;Other;10 - 14 Years;822
1987;Female;Other;15 - 19 Years;824
1987;Female;Other;20 - 24 Years;1193
1987;Female;Other;25 - 29 Years;1546
1987;Female;Other;30 - 34 Years;1416
1987;Female;Other;35 - 39 Years;1163
1987;Female;Other;40 - 44 Years;693
1987;Female;Other;45 - 49 Years;675
1987;Female;Other;50 - 54 Years;660
1987;Female;Other;55 - 59 Years;600
1987;Female;Other;60 - 64 Years;507
1987;Female;Other;65 - 69 Years;382
1987;Female;Other;70 - 74 Years;269
1987;Female;Other;75 - 79 Years;na
1987;Female;Other;80 - 84 Years;na
1987;Female;Other;85 - 89 Years;na
1987;Female;Other;90 Years & Over;na
1988;Male;Malays;0  -  4 Years;21303
1988;Male;Malays;5  -  9 Years;17284
1988;Male;Malays;10 - 14 Years;14642
1988;Male;Malays;15 - 19 Years;17122
1988;Male;Malays;20 - 24 Years;22617
1988;Male;Malays;25 - 29 Years;23315
1988;Male;Malays;30 - 34 Years;18727
1988;Male;Malays;35 - 39 Years;12788
1988;Male;Malays;40 - 44 Years;8393
1988;Male;Malays;45 - 49 Years;6146
1988;Male;Malays;50 - 54 Years;6637
1988;Male;Malays;55 - 59 Years;5579
1988;Male;Malays;60 - 64 Years;5517
1988;Male;Malays;65 - 69 Years;4100
1988;Male;Malays;70 - 74 Years;2014
1988;Male;Malays;75 - 79 Years;na
1988;Male;Malays;80 - 84 Years;na
1988;Male;Malays;85 - 89 Years;na
1988;Male;Malays;90 Years & Over;na
1988;Female;Malays;0  -  4 Years;20271
1988;Female;Malays;5  -  9 Years;16057
1988;Female;Malays;10 - 14 Years;13478
1988;Female;Malays;15 - 19 Years;16208
1988;Female;Malays;20 - 24 Years;21648
1988;Female;Malays;25 - 29 Years;22039
1988;Female;Malays;30 - 34 Years;17964
1988;Female;Malays;35 - 39 Years;13115
1988;Female;Malays;40 - 44 Years;8660
1988;Female;Malays;45 - 49 Years;7005
1988;Female;Malays;50 - 54 Years;7062
1988;Female;Malays;55 - 59 Years;5960
1988;Female;Malays;60 - 64 Years;4598
1988;Female;Malays;65 - 69 Years;3186
1988;Female;Malays;70 - 74 Years;1773
1988;Female;Malays;75 - 79 Years;na
1988;Female;Malays;80 - 84 Years;na
1988;Female;Malays;85 - 89 Years;na
1988;Female;Malays;90 Years & Over;na
1988;Male;Chinese;0  -  4 Years;75047
1988;Male;Chinese;5  -  9 Years;78946
1988;Male;Chinese;10 - 14 Years;82250
1988;Male;Chinese;15 - 19 Years;88281
1988;Male;Chinese;20 - 24 Years;94596
1988;Male;Chinese;25 - 29 Years;111336
1988;Male;Chinese;30 - 34 Years;112290
1988;Male;Chinese;35 - 39 Years;95701
1988;Male;Chinese;40 - 44 Years;67416
1988;Male;Chinese;45 - 49 Years;54856
1988;Male;Chinese;50 - 54 Years;42268
1988;Male;Chinese;55 - 59 Years;35164
1988;Male;Chinese;60 - 64 Years;26106
1988;Male;Chinese;65 - 69 Years;19245
1988;Male;Chinese;70 - 74 Years;15267
1988;Male;Chinese;75 - 79 Years;na
1988;Male;Chinese;80 - 84 Years;na
1988;Male;Chinese;85 - 89 Years;na
1988;Male;Chinese;90 Years & Over;na
1988;Female;Chinese;0  -  4 Years;69089
1988;Female;Chinese;5  -  9 Years;72783
1988;Female;Chinese;10 - 14 Years;77062
1988;Female;Chinese;15 - 19 Years;82186
1988;Female;Chinese;20 - 24 Years;91674
1988;Female;Chinese;25 - 29 Years;106785
1988;Female;Chinese;30 - 34 Years;108070
1988;Female;Chinese;35 - 39 Years;92705
1988;Female;Chinese;40 - 44 Years;66339
1988;Female;Chinese;45 - 49 Years;54996
1988;Female;Chinese;50 - 54 Years;41621
1988;Female;Chinese;55 - 59 Years;37218
1988;Female;Chinese;60 - 64 Years;30122
1988;Female;Chinese;65 - 69 Years;24551
1988;Female;Chinese;70 - 74 Years;20572
1988;Female;Chinese;75 - 79 Years;na
1988;Female;Chinese;80 - 84 Years;na
1988;Female;Chinese;85 - 89 Years;na
1988;Female;Chinese;90 Years & Over;na
1988;Male;Indians;0  -  4 Years;8337
1988;Male;Indians;5  -  9 Years;7189
1988;Male;Indians;10 - 14 Years;6161
1988;Male;Indians;15 - 19 Years;7636
1988;Male;Indians;20 - 24 Years;9497
1988;Male;Indians;25 - 29 Years;10674
1988;Male;Indians;30 - 34 Years;9306
1988;Male;Indians;35 - 39 Years;7475
1988;Male;Indians;40 - 44 Years;5285
1988;Male;Indians;45 - 49 Years;5054
1988;Male;Indians;50 - 54 Years;3946
1988;Male;Indians;55 - 59 Years;5890
1988;Male;Indians;60 - 64 Years;5202
1988;Male;Indians;65 - 69 Years;3626
1988;Male;Indians;70 - 74 Years;1819
1988;Male;Indians;75 - 79 Years;na
1988;Male;Indians;80 - 84 Years;na
1988;Male;Indians;85 - 89 Years;na
1988;Male;Indians;90 Years & Over;na
1988;Female;Indians;0  -  4 Years;7800
1988;Female;Indians;5  -  9 Years;6726
1988;Female;Indians;10 - 14 Years;5775
1988;Female;Indians;15 - 19 Years;7085
1988;Female;Indians;20 - 24 Years;9132
1988;Female;Indians;25 - 29 Years;10230
1988;Female;Indians;30 - 34 Years;9053
1988;Female;Indians;35 - 39 Years;7183
1988;Female;Indians;40 - 44 Years;4806
1988;Female;Indians;45 - 49 Years;4018
1988;Female;Indians;50 - 54 Years;3490
1988;Female;Indians;55 - 59 Years;2699
1988;Female;Indians;60 - 64 Years;1890
1988;Female;Indians;65 - 69 Years;1246
1988;Female;Indians;70 - 74 Years;612
1988;Female;Indians;75 - 79 Years;na
1988;Female;Indians;80 - 84 Years;na
1988;Female;Indians;85 - 89 Years;na
1988;Female;Indians;90 Years & Over;na
1988;Male;Other;0  -  4 Years;1544
1988;Male;Other;5  -  9 Years;1307
1988;Male;Other;10 - 14 Years;863
1988;Male;Other;15 - 19 Years;906
1988;Male;Other;20 - 24 Years;1022
1988;Male;Other;25 - 29 Years;1185
1988;Male;Other;30 - 34 Years;1163
1988;Male;Other;35 - 39 Years;1103
1988;Male;Other;40 - 44 Years;815
1988;Male;Other;45 - 49 Years;634
1988;Male;Other;50 - 54 Years;598
1988;Male;Other;55 - 59 Years;619
1988;Male;Other;60 - 64 Years;529
1988;Male;Other;65 - 69 Years;440
1988;Male;Other;70 - 74 Years;238
1988;Male;Other;75 - 79 Years;na
1988;Male;Other;80 - 84 Years;na
1988;Male;Other;85 - 89 Years;na
1988;Male;Other;90 Years & Over;na
1988;Female;Other;0  -  4 Years;1477
1988;Female;Other;5  -  9 Years;1243
1988;Female;Other;10 - 14 Years;818
1988;Female;Other;15 - 19 Years;819
1988;Female;Other;20 - 24 Years;1090
1988;Female;Other;25 - 29 Years;1575
1988;Female;Other;30 - 34 Years;1459
1988;Female;Other;35 - 39 Years;1181
1988;Female;Other;40 - 44 Years;786
1988;Female;Other;45 - 49 Years;668
1988;Female;Other;50 - 54 Years;658
1988;Female;Other;55 - 59 Years;607
1988;Female;Other;60 - 64 Years;523
1988;Female;Other;65 - 69 Years;410
1988;Female;Other;70 - 74 Years;271
1988;Female;Other;75 - 79 Years;na
1988;Female;Other;80 - 84 Years;na
1988;Female;Other;85 - 89 Years;na
1988;Female;Other;90 Years & Over;na
1989;Male;Malays;0  -  4 Years;22211
1989;Male;Malays;5  -  9 Years;18329
1989;Male;Malays;10 - 14 Years;14322
1989;Male;Malays;15 - 19 Years;16633
1989;Male;Malays;20 - 24 Years;21121
1989;Male;Malays;25 - 29 Years;23876
1989;Male;Malays;30 - 34 Years;19572
1989;Male;Malays;35 - 39 Years;13934
1989;Male;Malays;40 - 44 Years;9137
1989;Male;Malays;45 - 49 Years;6052
1989;Male;Malays;50 - 54 Years;6643
1989;Male;Malays;55 - 59 Years;5492
1989;Male;Malays;60 - 64 Years;5662
1989;Male;Malays;65 - 69 Years;4242
1989;Male;Malays;70 - 74 Years;2279
1989;Male;Malays;75 - 79 Years;na
1989;Male;Malays;80 - 84 Years;na
1989;Male;Malays;85 - 89 Years;na
1989;Male;Malays;90 Years & Over;na
1989;Female;Malays;0  -  4 Years;21171
1989;Female;Malays;5  -  9 Years;16996
1989;Female;Malays;10 - 14 Years;13232
1989;Female;Malays;15 - 19 Years;15576
1989;Female;Malays;20 - 24 Years;20332
1989;Female;Malays;25 - 29 Years;22433
1989;Female;Malays;30 - 34 Years;18653
1989;Female;Malays;35 - 39 Years;13987
1989;Female;Malays;40 - 44 Years;9360
1989;Female;Malays;45 - 49 Years;6832
1989;Female;Malays;50 - 54 Years;6967
1989;Female;Malays;55 - 59 Years;6259
1989;Female;Malays;60 - 64 Years;4980
1989;Female;Malays;65 - 69 Years;3297
1989;Female;Malays;70 - 74 Years;1945
1989;Female;Malays;75 - 79 Years;na
1989;Female;Malays;80 - 84 Years;na
1989;Female;Malays;85 - 89 Years;na
1989;Female;Malays;90 Years & Over;na
1989;Male;Chinese;0  -  4 Years;79633
1989;Male;Chinese;5  -  9 Years;77863
1989;Male;Chinese;10 - 14 Years;80678
1989;Male;Chinese;15 - 19 Years;89837
1989;Male;Chinese;20 - 24 Years;90810
1989;Male;Chinese;25 - 29 Years;109710
1989;Male;Chinese;30 - 34 Years;114470
1989;Male;Chinese;35 - 39 Years;99733
1989;Male;Chinese;40 - 44 Years;74611
1989;Male;Chinese;45 - 49 Years;55166
1989;Male;Chinese;50 - 54 Years;45222
1989;Male;Chinese;55 - 59 Years;36254
1989;Male;Chinese;60 - 64 Years;27629
1989;Male;Chinese;65 - 69 Years;19779
1989;Male;Chinese;70 - 74 Years;15203
1989;Male;Chinese;75 - 79 Years;na
1989;Male;Chinese;80 - 84 Years;na
1989;Male;Chinese;85 - 89 Years;na
1989;Male;Chinese;90 Years & Over;na
1989;Female;Chinese;0  -  4 Years;73539
1989;Female;Chinese;5  -  9 Years;71806
1989;Female;Chinese;10 - 14 Years;75342
1989;Female;Chinese;15 - 19 Years;83709
1989;Female;Chinese;20 - 24 Years;87509
1989;Female;Chinese;25 - 29 Years;106056
1989;Female;Chinese;30 - 34 Years;110695
1989;Female;Chinese;35 - 39 Years;95865
1989;Female;Chinese;40 - 44 Years;72989
1989;Female;Chinese;45 - 49 Years;54990
1989;Female;Chinese;50 - 54 Years;44683
1989;Female;Chinese;55 - 59 Years;37968
1989;Female;Chinese;60 - 64 Years;31972
1989;Female;Chinese;65 - 69 Years;24938
1989;Female;Chinese;70 - 74 Years;20835
1989;Female;Chinese;75 - 79 Years;na
1989;Female;Chinese;80 - 84 Years;na
1989;Female;Chinese;85 - 89 Years;na
1989;Female;Chinese;90 Years & Over;na
1989;Male;Indians;0  -  4 Years;8695
1989;Male;Indians;5  -  9 Years;7517
1989;Male;Indians;10 - 14 Years;6160
1989;Male;Indians;15 - 19 Years;7466
1989;Male;Indians;20 - 24 Years;9118
1989;Male;Indians;25 - 29 Years;10730
1989;Male;Indians;30 - 34 Years;9989
1989;Male;Indians;35 - 39 Years;7871
1989;Male;Indians;40 - 44 Years;5851
1989;Male;Indians;45 - 49 Years;5067
1989;Male;Indians;50 - 54 Years;3930
1989;Male;Indians;55 - 59 Years;5623
1989;Male;Indians;60 - 64 Years;5350
1989;Male;Indians;65 - 69 Years;3845
1989;Male;Indians;70 - 74 Years;2007
1989;Male;Indians;75 - 79 Years;na
1989;Male;Indians;80 - 84 Years;na
1989;Male;Indians;85 - 89 Years;na
1989;Male;Indians;90 Years & Over;na
1989;Female;Indians;0  -  4 Years;8097
1989;Female;Indians;5  -  9 Years;7027
1989;Female;Indians;10 - 14 Years;5763
1989;Female;Indians;15 - 19 Years;7002
1989;Female;Indians;20 - 24 Years;8708
1989;Female;Indians;25 - 29 Years;10405
1989;Female;Indians;30 - 34 Years;9453
1989;Female;Indians;35 - 39 Years;7564
1989;Female;Indians;40 - 44 Years;5515
1989;Female;Indians;45 - 49 Years;3926
1989;Female;Indians;50 - 54 Years;3702
1989;Female;Indians;55 - 59 Years;2820
1989;Female;Indians;60 - 64 Years;2064
1989;Female;Indians;65 - 69 Years;1330
1989;Female;Indians;70 - 74 Years;668
1989;Female;Indians;75 - 79 Years;na
1989;Female;Indians;80 - 84 Years;na
1989;Female;Indians;85 - 89 Years;na
1989;Female;Indians;90 Years & Over;na
1989;Male;Other;0  -  4 Years;1700
1989;Male;Other;5  -  9 Years;1304
1989;Male;Other;10 - 14 Years;875
1989;Male;Other;15 - 19 Years;912
1989;Male;Other;20 - 24 Years;921
1989;Male;Other;25 - 29 Years;1201
1989;Male;Other;30 - 34 Years;1187
1989;Male;Other;35 - 39 Years;1116
1989;Male;Other;40 - 44 Years;902
1989;Male;Other;45 - 49 Years;626
1989;Male;Other;50 - 54 Years;596
1989;Male;Other;55 - 59 Years;617
1989;Male;Other;60 - 64 Years;526
1989;Male;Other;65 - 69 Years;440
1989;Male;Other;70 - 74 Years;270
1989;Male;Other;75 - 79 Years;na
1989;Male;Other;80 - 84 Years;na
1989;Male;Other;85 - 89 Years;na
1989;Male;Other;90 Years & Over;na
1989;Female;Other;0  -  4 Years;1640
1989;Female;Other;5  -  9 Years;1230
1989;Female;Other;10 - 14 Years;832
1989;Female;Other;15 - 19 Years;812
1989;Female;Other;20 - 24 Years;1040
1989;Female;Other;25 - 29 Years;1552
1989;Female;Other;30 - 34 Years;1510
1989;Female;Other;35 - 39 Years;1199
1989;Female;Other;40 - 44 Years;903
1989;Female;Other;45 - 49 Years;633
1989;Female;Other;50 - 54 Years;667
1989;Female;Other;55 - 59 Years;611
1989;Female;Other;60 - 64 Years;548
1989;Female;Other;65 - 69 Years;428
1989;Female;Other;70 - 74 Years;290
1989;Female;Other;75 - 79 Years;na
1989;Female;Other;80 - 84 Years;na
1989;Female;Other;85 - 89 Years;na
1989;Female;Other;90 Years & Over;na
1990;Male;Malays;0  -  4 Years;23172
1990;Male;Malays;5  -  9 Years;19356
1990;Male;Malays;10 - 14 Years;14393
1990;Male;Malays;15 - 19 Years;16510
1990;Male;Malays;20 - 24 Years;19686
1990;Male;Malays;25 - 29 Years;23932
1990;Male;Malays;30 - 34 Years;20859
1990;Male;Malays;35 - 39 Years;15073
1990;Male;Malays;40 - 44 Years;10467
1990;Male;Malays;45 - 49 Years;5710
1990;Male;Malays;50 - 54 Years;6426
1990;Male;Malays;55 - 59 Years;5784
1990;Male;Malays;60 - 64 Years;5657
1990;Male;Malays;65 - 69 Years;4347
1990;Male;Malays;70 - 74 Years;2554
1990;Male;Malays;75 - 79 Years;1199
1990;Male;Malays;80 - 84 Years;571
1990;Male;Malays;85 - 89 Years;na
1990;Male;Malays;90 Years & Over;na
1990;Female;Malays;0  -  4 Years;22139
1990;Female;Malays;5  -  9 Years;18163
1990;Female;Malays;10 - 14 Years;13324
1990;Female;Malays;15 - 19 Years;15368
1990;Female;Malays;20 - 24 Years;18922
1990;Female;Malays;25 - 29 Years;22713
1990;Female;Malays;30 - 34 Years;19618
1990;Female;Malays;35 - 39 Years;14908
1990;Female;Malays;40 - 44 Years;10643
1990;Female;Malays;45 - 49 Years;6427
1990;Female;Malays;50 - 54 Years;6592
1990;Female;Malays;55 - 59 Years;6743
1990;Female;Malays;60 - 64 Years;5277
1990;Female;Malays;65 - 69 Years;3471
1990;Female;Malays;70 - 74 Years;2129
1990;Female;Malays;75 - 79 Years;1150
1990;Female;Malays;80 - 84 Years;545
1990;Female;Malays;85 - 89 Years;na
1990;Female;Malays;90 Years & Over;na
1990;Male;Chinese;0  -  4 Years;81827
1990;Male;Chinese;5  -  9 Years;78220
1990;Male;Chinese;10 - 14 Years;80899
1990;Male;Chinese;15 - 19 Years;90345
1990;Male;Chinese;20 - 24 Years;91919
1990;Male;Chinese;25 - 29 Years;111603
1990;Male;Chinese;30 - 34 Years;119013
1990;Male;Chinese;35 - 39 Years;105766
1990;Male;Chinese;40 - 44 Years;86057
1990;Male;Chinese;45 - 49 Years;53712
1990;Male;Chinese;50 - 54 Years;48091
1990;Male;Chinese;55 - 59 Years;38341
1990;Male;Chinese;60 - 64 Years;29266
1990;Male;Chinese;65 - 69 Years;20438
1990;Male;Chinese;70 - 74 Years;15360
1990;Male;Chinese;75 - 79 Years;11478
1990;Male;Chinese;80 - 84 Years;5984
1990;Male;Chinese;85 - 89 Years;na
1990;Male;Chinese;90 Years & Over;na
1990;Female;Chinese;0  -  4 Years;75579
1990;Female;Chinese;5  -  9 Years;72137
1990;Female;Chinese;10 - 14 Years;75473
1990;Female;Chinese;15 - 19 Years;84869
1990;Female;Chinese;20 - 24 Years;88649
1990;Female;Chinese;25 - 29 Years;108029
1990;Female;Chinese;30 - 34 Years;114777
1990;Female;Chinese;35 - 39 Years;101211
1990;Female;Chinese;40 - 44 Years;83418
1990;Female;Chinese;45 - 49 Years;52813
1990;Female;Chinese;50 - 54 Years;47420
1990;Female;Chinese;55 - 59 Years;39775
1990;Female;Chinese;60 - 64 Years;33824
1990;Female;Chinese;65 - 69 Years;25162
1990;Female;Chinese;70 - 74 Years;21315
1990;Female;Chinese;75 - 79 Years;16661
1990;Female;Chinese;80 - 84 Years;9666
1990;Female;Chinese;85 - 89 Years;na
1990;Female;Chinese;90 Years & Over;na
1990;Male;Indians;0  -  4 Years;9072
1990;Male;Indians;5  -  9 Years;7854
1990;Male;Indians;10 - 14 Years;6434
1990;Male;Indians;15 - 19 Years;7417
1990;Male;Indians;20 - 24 Years;9080
1990;Male;Indians;25 - 29 Years;10979
1990;Male;Indians;30 - 34 Years;10938
1990;Male;Indians;35 - 39 Years;8425
1990;Male;Indians;40 - 44 Years;6838
1990;Male;Indians;45 - 49 Years;4751
1990;Male;Indians;50 - 54 Years;4371
1990;Male;Indians;55 - 59 Years;5158
1990;Male;Indians;60 - 64 Years;5625
1990;Male;Indians;65 - 69 Years;4146
1990;Male;Indians;70 - 74 Years;2320
1990;Male;Indians;75 - 79 Years;1054
1990;Male;Indians;80 - 84 Years;386
1990;Male;Indians;85 - 89 Years;na
1990;Male;Indians;90 Years & Over;na
1990;Female;Indians;0  -  4 Years;8492
1990;Female;Indians;5  -  9 Years;7350
1990;Female;Indians;10 - 14 Years;6133
1990;Female;Indians;15 - 19 Years;6988
1990;Female;Indians;20 - 24 Years;8686
1990;Female;Indians;25 - 29 Years;10815
1990;Female;Indians;30 - 34 Years;10131
1990;Female;Indians;35 - 39 Years;8165
1990;Female;Indians;40 - 44 Years;6477
1990;Female;Indians;45 - 49 Years;3814
1990;Female;Indians;50 - 54 Years;3867
1990;Female;Indians;55 - 59 Years;3035
1990;Female;Indians;60 - 64 Years;2259
1990;Female;Indians;65 - 69 Years;1422
1990;Female;Indians;70 - 74 Years;768
1990;Female;Indians;75 - 79 Years;397
1990;Female;Indians;80 - 84 Years;168
1990;Female;Indians;85 - 89 Years;na
1990;Female;Indians;90 Years & Over;na
1990;Male;Other;0  -  4 Years;1943
1990;Male;Other;5  -  9 Years;1293
1990;Male;Other;10 - 14 Years;928
1990;Male;Other;15 - 19 Years;942
1990;Male;Other;20 - 24 Years;916
1990;Male;Other;25 - 29 Years;1237
1990;Male;Other;30 - 34 Years;1323
1990;Male;Other;35 - 39 Years;1159
1990;Male;Other;40 - 44 Years;1090
1990;Male;Other;45 - 49 Years;619
1990;Male;Other;50 - 54 Years;634
1990;Male;Other;55 - 59 Years;627
1990;Male;Other;60 - 64 Years;547
1990;Male;Other;65 - 69 Years;460
1990;Male;Other;70 - 74 Years;279
1990;Male;Other;75 - 79 Years;168
1990;Male;Other;80 - 84 Years;87
1990;Male;Other;85 - 89 Years;na
1990;Male;Other;90 Years & Over;na
1990;Female;Other;0  -  4 Years;1825
1990;Female;Other;5  -  9 Years;1255
1990;Female;Other;10 - 14 Years;892
1990;Female;Other;15 - 19 Years;866
1990;Female;Other;20 - 24 Years;1129
1990;Female;Other;25 - 29 Years;1632
1990;Female;Other;30 - 34 Years;1664
1990;Female;Other;35 - 39 Years;1286
1990;Female;Other;40 - 44 Years;1073
1990;Female;Other;45 - 49 Years;593
1990;Female;Other;50 - 54 Years;691
1990;Female;Other;55 - 59 Years;639
1990;Female;Other;60 - 64 Years;566
1990;Female;Other;65 - 69 Years;450
1990;Female;Other;70 - 74 Years;322
1990;Female;Other;75 - 79 Years;229
1990;Female;Other;80 - 84 Years;119
1990;Female;Other;85 - 89 Years;na
1990;Female;Other;90 Years & Over;na
1991;Male;Malays;0  -  4 Years;24013
1991;Male;Malays;5  -  9 Years;20075
1991;Male;Malays;10 - 14 Years;15190
1991;Male;Malays;15 - 19 Years;15875
1991;Male;Malays;20 - 24 Years;18365
1991;Male;Malays;25 - 29 Years;23757
1991;Male;Malays;30 - 34 Years;21742
1991;Male;Malays;35 - 39 Years;16290
1991;Male;Malays;40 - 44 Years;11543
1991;Male;Malays;45 - 49 Years;5830
1991;Male;Malays;50 - 54 Years;6362
1991;Male;Malays;55 - 59 Years;6016
1991;Male;Malays;60 - 64 Years;5427
1991;Male;Malays;65 - 69 Years;4532
1991;Male;Malays;70 - 74 Years;2762
1991;Male;Malays;75 - 79 Years;1204
1991;Male;Malays;80 - 84 Years;595
1991;Male;Malays;85 - 89 Years;na
1991;Male;Malays;90 Years & Over;na
1991;Female;Malays;0  -  4 Years;22816
1991;Female;Malays;5  -  9 Years;18887
1991;Female;Malays;10 - 14 Years;14017
1991;Female;Malays;15 - 19 Years;14710
1991;Female;Malays;20 - 24 Years;17726
1991;Female;Malays;25 - 29 Years;22802
1991;Female;Malays;30 - 34 Years;20548
1991;Female;Malays;35 - 39 Years;16005
1991;Female;Malays;40 - 44 Years;11772
1991;Female;Malays;45 - 49 Years;6371
1991;Female;Malays;50 - 54 Years;6662
1991;Female;Malays;55 - 59 Years;6931
1991;Female;Malays;60 - 64 Years;5463
1991;Female;Malays;65 - 69 Years;3673
1991;Female;Malays;70 - 74 Years;2231
1991;Female;Malays;75 - 79 Years;1119
1991;Female;Malays;80 - 84 Years;582
1991;Female;Malays;85 - 89 Years;na
1991;Female;Malays;90 Years & Over;na
1991;Male;Chinese;0  -  4 Years;86238
1991;Male;Chinese;5  -  9 Years;77440
1991;Male;Chinese;10 - 14 Years;81052
1991;Male;Chinese;15 - 19 Years;88696
1991;Male;Chinese;20 - 24 Years;90979
1991;Male;Chinese;25 - 29 Years;110581
1991;Male;Chinese;30 - 34 Years;120407
1991;Male;Chinese;35 - 39 Years;110438
1991;Male;Chinese;40 - 44 Years;93465
1991;Male;Chinese;45 - 49 Years;54273
1991;Male;Chinese;50 - 54 Years;51702
1991;Male;Chinese;55 - 59 Years;39248
1991;Male;Chinese;60 - 64 Years;30634
1991;Male;Chinese;65 - 69 Years;21076
1991;Male;Chinese;70 - 74 Years;15427
1991;Male;Chinese;75 - 79 Years;11382
1991;Male;Chinese;80 - 84 Years;6515
1991;Male;Chinese;85 - 89 Years;na
1991;Male;Chinese;90 Years & Over;na
1991;Female;Chinese;0  -  4 Years;79777
1991;Female;Chinese;5  -  9 Years;71004
1991;Female;Chinese;10 - 14 Years;75691
1991;Female;Chinese;15 - 19 Years;83397
1991;Female;Chinese;20 - 24 Years;88626
1991;Female;Chinese;25 - 29 Years;108086
1991;Female;Chinese;30 - 34 Years;116253
1991;Female;Chinese;35 - 39 Years;106061
1991;Female;Chinese;40 - 44 Years;90396
1991;Female;Chinese;45 - 49 Years;52865
1991;Female;Chinese;50 - 54 Years;51667
1991;Female;Chinese;55 - 59 Years;40073
1991;Female;Chinese;60 - 64 Years;34892
1991;Female;Chinese;65 - 69 Years;25925
1991;Female;Chinese;70 - 74 Years;21432
1991;Female;Chinese;75 - 79 Years;16835
1991;Female;Chinese;80 - 84 Years;10330
